VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
10754,PERFECTA WINES,23785,Pink Pegau Rose,11.03,19.99,750.0,502,5537.06,950.0,18990.5,9775.109999999999,105.71000000000001,28720.52,13453.439999999999,70.8430004475922,1.8924302788844622,3.4297081844877964,11.030000000000001,Medium,0.0
3252,E & J GALLO WINERY,13745,W Hill Cab Svgn Central Cst,6.57,9.99,750.0,842,5531.9400000000005,1546.0,15444.539999999999,1778.22,173.83,61966.91,9912.599999999999,64.18190506159458,1.836104513064133,2.7918849445221743,6.57,Medium,0.0
4425,MARTIGNETTI COMPANIES,26646,Guenoc Petite Sirah N Cst,9.93,14.99,750.0,557,5531.01,975.0,15292.25,10518.31,107.84,144929.24,9761.24,63.83128708986578,1.7504488330341113,2.764820530065937,9.93,Medium,0.0
9552,M S WALKER INC,34763,Mas Donis Montsant Old Vines,7.79,11.99,750.0,710,5530.900000000001,1483.0,18235.170000000002,10365.59,164.61,55551.82,12704.27,69.66905161838359,2.0887323943661973,3.296962519662261,7.790000000000001,Medium,0.0
90010,VINEXTRA INC,24090,Gour de Chaule Gigondas Trad,21.85,32.99,750.0,253,5528.05,282.0,8457.18,6417.86,31.14,524.94,2929.13,34.63483099567468,1.1146245059288538,1.529866770380152,21.85,Medium,0.0
9552,M S WALKER INC,23267,Siduri Pnt Nr 13 Clos Pepe,30.71,46.99,750.0,180,5527.8,299.0,14182.01,7884.34,33.2,55551.82,8654.21,61.02245027326874,1.6611111111111112,2.5655794348565433,30.71,Medium,0.0
90024,VINILANDIA USA,14703,Casa Ferreirinha Esteva Doro,7.58,11.99,750.0,729,5525.82,1492.0,17904.08,10566.23,165.6,2802.64,12378.260000000002,69.1365320083467,2.046639231824417,3.2400765859184704,7.579999999999999,Medium,0.0
4425,MARTIGNETTI COMPANIES,19406,Dow's 10 Yr Old Tawny Port,20.54,29.99,750.0,269,5525.26,417.0,13966.83,11672.52,45.97,144929.24,8441.57,60.440128504463786,1.550185873605948,2.527814075717704,20.54,Medium,0.0
1392,CONSTELLATION BRANDS INC,18109,Clos du Bois Unoaked Chard,4.36,12.99,750.0,1265,5515.4,1739.0,11286.11,1168.2,195.43,79528.99,5770.710000000001,51.13108059375641,1.374703557312253,2.046290386916634,4.359999999999999,Large,0.0
90047,CRUSH WINES,15509,Mollydooker Maitre D Cab Svg,17.23,25.99,750.0,320,5513.599999999999,568.0,14762.32,7719.03,63.24,1457.73,9248.720000000001,62.650857046859855,1.775,2.6774376088218226,17.229999999999997,Medium,0.0
17032,JEWELL TOWNE VINEYARDS,42117,Jewell Towne Chardonnay,9.6,14.49,750.0,574,5510.400000000001,1054.0,15272.460000000001,12504.87,116.33,283.61,9762.060000000001,63.919368588950306,1.8362369337979094,2.7715701219512194,9.600000000000001,Medium,0.0
8004,SAZERAC CO INC,2983,T.T. Handy Sazerac Rye Whisk,59.25,79.99,750.0,93,5510.25,186.0,16738.14,179.98,146.48,50293.62,11227.89,67.07967551950217,2.0,3.037637130801688,59.25,Medium,0.0
90053,INCREDIBREW INC,24152,Grape Time Super Tuscan,9.24,13.49,750.0,596,5507.04,1054.0,14218.460000000001,10630.12,116.67,124.44,8711.420000000002,61.268379275955354,1.7684563758389262,2.581869752171766,9.24,Medium,0.0
8352,LUXCO INC,3568,Pearl Cucumber Vodka,0.79,0.99,50.0,6958,5496.82,28643.0,28356.57,9930.69,1484.66,10261.6,22859.75,80.61535651173608,4.116556481747629,5.158722679658421,0.7899999999999999,Large,0.0
3664,WILLIAM GRANT & SONS INC,2738,Balvenie 25 Yr Old Scotch,458.01,599.99,750.0,12,5496.12,10.0,5999.9,5999.9,7.9,30234.420000000002,503.77999999999975,8.396473274554573,0.8333333333333334,1.091661026324025,458.01,Small,916.02
9552,M S WALKER INC,12154,Cousino Macul RSV Cab Svgn,10.06,14.99,750.0,546,5492.76,1159.0,18774.41,11068.19,128.62,55551.82,13281.65,70.74336823367553,2.1227106227106227,3.418028459280944,10.06,Medium,0.0
4425,MARTIGNETTI COMPANIES,38165,Jaume Serra Cristalino Rose,6.53,9.99,750.0,841,5491.73,1495.0,15657.05,8765.66,166.09,144929.24,10165.32,64.92487409824967,1.7776456599286563,2.851023265892533,6.529999999999999,Medium,0.0
4425,MARTIGNETTI COMPANIES,6280,Penfolds Koonunga Hill Chard,6.89,9.99,750.0,797,5491.330000000001,1477.0,18753.23,10685.56,164.04,144929.24,13261.899999999998,70.71795098764319,1.8531994981179423,3.415061560678378,6.8900000000000015,Medium,0.0
4425,MARTIGNETTI COMPANIES,26281,Guigal Gigondas,20.26,29.99,750.0,271,5490.46,414.0,12415.859999999999,7137.62,46.06,144929.24,6925.399999999999,55.77865729800432,1.5276752767527675,2.261351507888228,20.26,Medium,0.0
10754,PERFECTA WINES,26983,Almaviva Rothschild & CyToro,65.35,99.99,750.0,84,5489.400000000001,60.0,5999.400000000001,2599.74,6.720000000000001,28720.52,510.0,8.5008500850085,0.7142857142857143,1.0929063285604983,65.35000000000001,Medium,1568.3999999999999
9165,ULTRA BEVERAGE COMPANY LLP,3518,Cabot Trail Maple Whisky,15.74,21.99,750.0,348,5477.5199999999995,1361.0,25381.39,9614.89,1072.07,68054.7,19903.87,78.41914883306234,3.910919540229885,4.633737530853379,15.739999999999998,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,24515,Cartlidge & Browne Chard,9.39,13.99,750.0,583,5474.37,866.0,7904.54,4190.06,96.38000000000001,68054.7,2430.17,30.74397751165786,1.4854202401372212,1.4439177476129674,9.39,Medium,0.0
3252,E & J GALLO WINERY,46165,Barefoot Pnt Grigio Cal,4.45,6.49,187.0,1230,5473.5,2335.0,15154.15,1836.67,65.88,61966.91,9680.65,63.881181062613216,1.8983739837398375,2.7686398099936054,4.45,Medium,0.0
9552,M S WALKER INC,15076,Cigar Box Cab Svgn Valle Cen,7.74,11.99,750.0,707,5472.179999999999,1279.0,15243.210000000001,9913.67,141.6,55551.82,9771.030000000002,64.10086851785157,1.809052333804809,2.78558271109503,7.739999999999999,Medium,0.0
2000,SOUTHERN WINE & SPIRITS NE,19465,Flagstone Longitude Red,4.72,6.99,750.0,1159,5470.4800000000005,2298.0,15657.6,6165.18,256.8,19016.59,10187.119999999999,65.06182301246677,1.98274374460742,2.8621985639285765,4.720000000000001,Medium,0.0
90024,VINILANDIA USA,24588,Boundary Breaks OLN Rsl,10.2,16.99,750.0,536,5467.2,803.0,12408.97,9961.56,88.6,2802.64,6941.7699999999995,55.94154873450415,1.498134328358209,2.269712101258414,10.2,Medium,0.0
4425,MARTIGNETTI COMPANIES,17325,The Calling Dutton Chard RRV,13.69,19.99,750.0,399,5462.31,693.0,13853.07,7656.169999999999,76.97,144929.24,8390.759999999998,60.56967877878332,1.736842105263158,2.5361193341278687,13.690000000000001,Medium,0.0
4425,MARTIGNETTI COMPANIES,44703,J Lohr Seven Rst Cv Cab Svgn,8.7,13.49,750.0,627,5454.900000000001,1175.0,15850.75,2347.26,132.31,144929.24,10395.849999999999,65.58585555888521,1.8740031897926634,2.905781957506095,8.700000000000001,Medium,0.0
4425,MARTIGNETTI COMPANIES,25777,Ch Bonnet Red,8.96,13.99,750.0,608,5447.679999999999,954.0,13680.460000000001,9028.73,105.74000000000001,144929.24,8232.780000000002,60.17911678408476,1.569078947368421,2.5112451539003766,8.959999999999999,Medium,0.0
10754,PERFECTA WINES,37798,Dr Frank Johannisberg Rsl,11.33,16.99,750.0,480,5438.400000000001,752.0,12526.48,8542.9,83.17,28720.52,7088.079999999999,56.584770821491745,1.5666666666666667,2.303339217416887,11.330000000000002,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,13967,Villa Sandi Il Fresco Prosec,8.6,12.99,750.0,632,5435.2,1908.0,24994.920000000002,14303.1,211.65,68054.7,19559.72,78.2547813715747,3.018987341772152,4.598712098910804,8.6,Medium,0.0
4425,MARTIGNETTI COMPANIES,25602,Ramey Cab Svgn Pedregal Vyd,123.37,189.99,750.0,44,5428.28,48.0,9119.52,4939.74,5.34,144929.24,3691.2400000000007,40.476253136129976,1.0909090909090908,1.6800017685159943,123.36999999999999,Small,0.0
1587,VINEYARD BRANDS INC,15057,Cono Sur Organic Cab Svgn,6.8,9.99,750.0,798,5426.4,1626.0,16461.74,9293.87,180.69,6070.09,11035.340000000002,67.03629142484331,2.037593984962406,3.0336392451717535,6.8,Medium,0.0
10754,PERFECTA WINES,23827,Fattoria di Basciano Chianti,9.93,16.99,750.0,546,5421.78,986.0,14374.14,10115.08,109.02,28720.52,8952.36,62.281012985820375,1.8058608058608059,2.6511846662904066,9.93,Medium,0.0
8320,SHAW ROSS INT L IMP LTD,20905,Gekkeikan Suzaku Sake,5.95,8.99,300.0,911,5420.450000000001,1633.0,14680.67,8891.11,69.42,3151.92,9260.22,63.077638827110746,1.7925356750823271,2.70838583512439,5.950000000000001,Medium,0.0
90024,VINILANDIA USA,13887,Nicolis Amarone Valpo Clsc,30.96,49.99,750.0,175,5418.0,202.0,10894.98,8150.490000000001,22.34,2802.64,5476.98,50.27067511826547,1.1542857142857144,2.0108859357696565,30.96,Medium,0.0
17032,JEWELL TOWNE VINEYARDS,42118,Jewell Towne Seyval NH,6.81,10.49,750.0,795,5413.95,1418.0,14874.82,10364.12,157.01,283.61,9460.869999999999,63.60325704781638,1.7836477987421384,2.7474985916013264,6.81,Medium,0.0
3252,E & J GALLO WINERY,42124,Pieropan Soave Clsc,9.03,13.99,750.0,597,5390.91,995.0,19700.05,11100.41,110.45,61966.91,14309.14,72.6350440734922,1.6666666666666667,3.6543088272666395,9.03,Medium,0.0
90053,INCREDIBREW INC,24153,Grape Time Wh Cranbery Pnt G,8.72,12.99,750.0,618,5388.96,1135.0,14743.65,10171.17,125.75,124.44,9354.689999999999,63.448942426061386,1.8365695792880259,2.735898948962323,8.72,Medium,0.0
660,SAZERAC NORTH AMERICA INC.,1864,1792 Port Finish Bourbon,30.76,39.99,750.0,175,5383.0,331.0,13236.69,11277.18,261.1,17932.33,7853.6900000000005,59.33273348548618,1.8914285714285715,2.458980122608211,30.76,Medium,0.0
1392,CONSTELLATION BRANDS INC,17915,Thorny Rose Svgn Bl NZ,5.8,8.99,750.0,928,5382.4,1608.0,14887.92,8543.81,178.64000000000001,79528.99,9505.52,63.84719960881037,1.7327586206896552,2.7660374554102263,5.8,Medium,0.0
10754,PERFECTA WINES,15584,Ch Vrai Caillou Wh Brdx,6.49,11.99,750.0,829,5380.21,1539.0,15422.61,9118.91,170.96,28720.52,10042.400000000001,65.11478926070231,1.856453558504222,2.8665442426968464,6.49,Medium,0.0
1650,Circa Wines,6506,Villa Zarri Nocino Liqueur,33.21,46.49,750.0,162,5380.0199999999995,208.0,9465.92,8204.2,164.14000000000001,211.97,4085.9000000000005,43.16432000270444,1.2839506172839505,1.7594581432782779,33.209999999999994,Medium,0.0
4692,KOBRAND CORPORATION,15820,Mont Redon CdP Red,24.66,36.99,750.0,218,5375.88,698.0,25819.02,15017.94,77.45,9139.38,20443.14,79.17860553963706,3.2018348623853212,4.802752293577981,24.66,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,4300,BenRiach Barrel 94,134.32,179.99,750.0,40,5372.8,42.0,7559.58,5759.68,33.14,68054.7,2186.7799999999997,28.9272684461306,1.05,1.4070093805836807,134.32,Small,0.0
8673,STE MICHELLE WINE ESTATES,31194,Conn Crk Ltd Rls Np Cab Svgn,14.96,21.99,750.0,359,5370.64,545.0,13639.55,7358.0599999999995,60.57,15919.7,8268.91,60.62450740676929,1.5181058495821727,2.539650767878688,14.96,Medium,0.0
90010,VINEXTRA INC,16839,Le Gr Bouqueteau Chinon Roug,10.38,15.99,750.0,517,5366.46,851.0,13607.49,7259.46,94.78,524.94,8241.029999999999,60.56245494209438,1.6460348162475822,2.5356547891906396,10.38,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,28690,Stonehedge Merlot Cal,6.66,9.99,750.0,805,5361.3,1438.0,14765.62,8785.42,159.82,68054.7,9404.32,63.69065437143851,1.786335403726708,2.7541118758510064,6.66,Medium,0.0
6785,PALM BAY INTERNATIONAL INC,23452,Santa Rita Secret Rsv Red,5.84,9.99,750.0,918,5361.12,1831.0,16460.69,10527.29,202.92000000000002,13605.41,11099.57,67.4307699130474,1.9945533769063182,3.0703826812307873,5.84,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,17507,Rainstorm Pnt Nr,9.99,15.99,750.0,536,5354.639999999999,1030.0,16345.7,9494.02,114.5,68054.7,10991.060000000001,67.24129281707117,1.921641791044776,3.05262351904143,9.989999999999998,Medium,0.0
9552,M S WALKER INC,24123,Garnacha de Fuego 14 Rose Ar,6.53,9.99,750.0,820,5354.6,1626.0,16934.74,9204.11,180.64000000000001,55551.82,11580.140000000001,68.380973076646,1.9829268292682927,3.162652672468532,6.53,Medium,0.0
4425,MARTIGNETTI COMPANIES,4190,Boca Loca Cachaca,19.52,24.99,750.0,274,5348.4800000000005,984.0,19421.16,8525.82,775.36,144929.24,14072.68,72.4605533346103,3.591240875912409,3.631155019743927,19.520000000000003,Medium,0.0
5455,MARSALLE COMPANY,27273,Albatros Malbec Cahors,9.58,13.99,750.0,558,5345.639999999999,640.0,6393.6,3236.76,71.14,937.21,1047.960000000001,16.39076576576578,1.146953405017921,1.196040137382989,9.579999999999998,Medium,0.0
90024,VINILANDIA USA,17216,Gerard Metz Pnt Gris,11.76,18.99,750.0,454,5339.04,758.0,13751.419999999998,10100.429999999998,83.83,2802.64,8412.379999999997,61.17462778389431,1.669603524229075,2.5756353202073776,11.76,Medium,0.0
17037,Dunn Wine Brokers,45839,White Oak Chard RRV,15.33,22.99,750.0,348,5334.84,537.0,12345.63,5747.5,59.85,358.03000000000003,7010.789999999999,56.787624446869046,1.543103448275862,2.3141518770947207,15.33,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,26484,Apaltagua Rose Carmenere,7.43,10.99,750.0,718,5334.74,1375.0,15111.25,9594.27,152.46,68054.7,9776.51,64.69689800645216,1.915041782729805,2.832612273512861,7.43,Medium,0.0
10754,PERFECTA WINES,20512,Lacoste Borie Pauillac,25.15,38.99,750.0,212,5331.8,345.0,13451.550000000001,6862.240000000001,38.39,28720.52,8119.750000000001,60.36293215280024,1.6273584905660377,2.5228909561498933,25.150000000000002,Medium,0.0
7153,PINE STATE TRADING CO,16537,Root 1 Pnt Nr,6.84,9.99,750.0,779,5328.36,1595.0,17086.05,11706.01,176.55,15884.82,11757.689999999999,68.81455924570044,2.047496790757381,3.2066245523951085,6.84,Medium,0.0
1392,CONSTELLATION BRANDS INC,41170,Vendange Chard,2.66,3.99,500.0,2000,5320.0,3583.0,14296.17,5458.320000000001,271.53000000000003,79528.99,8976.17,62.78723602195553,1.7915,2.68725,2.66,Large,0.0
4425,MARTIGNETTI COMPANIES,11249,Joseph Carr Merlot Napa Vly,11.84,17.99,750.0,449,5316.160000000001,899.0,19477.01,12862.08,99.54,144929.24,14160.849999999999,72.7054614645677,2.002227171492205,3.6637366068741337,11.840000000000002,Medium,0.0
6785,PALM BAY INTERNATIONAL INC,24281,Col D'Orcia Brunello Montalc,73.82,109.99,750.0,72,5315.04,83.0,8329.17,5819.42,9.19,13605.41,3014.13,36.18763934461657,1.1527777777777777,1.567094509166441,73.82,Small,0.0
4425,MARTIGNETTI COMPANIES,16146,Sean Minor Red Napa Vly,12.83,18.99,750.0,414,5311.62,727.0,14529.73,10793.599999999999,80.31,144929.24,9218.11,63.44309219785915,1.7560386473429952,2.7354611210892346,12.83,Medium,0.0
9744,FREDERICK WILDMAN & SONS,24868,Ch St Sulpice Brdx Blanc,7.48,10.99,750.0,709,5303.32,1126.0,12854.74,8570.5,124.74000000000001,3999.93,7551.42,58.74424531340191,1.5881523272214386,2.423904271286666,7.4799999999999995,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,3565,Ultimat Vodka,25.98,38.99,750.0,204,5299.92,963.0,31783.370000000003,14463.62,758.84,68054.7,26483.450000000004,83.32486454394233,4.720588235294118,5.9969527841929695,25.98,Medium,0.0
3252,E & J GALLO WINERY,15266,The Naked Grape Chard,4.54,6.99,750.0,1167,5298.179999999999,2217.0,14546.83,8092.67,246.37,61966.91,9248.650000000001,63.57845661219662,1.8997429305912596,2.7456277438667622,4.539999999999999,Medium,0.0
3252,E & J GALLO WINERY,28039,Canyon Rd Merlot,5.88,8.99,1500.0,901,5297.88,1735.0,15597.65,3065.59,390.02000000000004,61966.91,10299.77,66.034114113344,1.925638179800222,2.944130482381632,5.88,Medium,0.0
8352,LUXCO INC,269,Juarez Triple Sec,3.17,3.99,1000.0,1669,5290.73,3141.0,12532.59,2824.92,3298.05,10261.6,7241.860000000001,57.78422496866171,1.8819652486518874,2.368782757766887,3.17,Large,0.0
1601,VRANKEN AMERICA,18583,Heidsieck Monopole Gold Top,31.29,49.99,750.0,169,5288.01,331.0,15746.69,11757.53,36.6,1048.97,10458.68,66.4182758408275,1.9585798816568047,2.9778101781199355,31.290000000000003,Medium,0.0
4425,MARTIGNETTI COMPANIES,35607,Castle Rock Merlot Cal,4.63,9.99,750.0,1142,5287.46,2328.0,24464.72,16410.4,257.67,144929.24,19177.260000000002,78.38740848045676,2.0385288966725046,4.626932402325503,4.63,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,18637,Iris Vineyard Pnt Nr,13.07,20.99,750.0,404,5280.28,656.0,13113.439999999999,9915.039999999999,72.52,68054.7,7833.159999999999,59.73383032979904,1.6237623762376239,2.483474361208118,13.069999999999999,Medium,0.0
17035,PERNOD RICARD USA,4784,Presidente Solera Brandy,13.23,17.99,750.0,399,5278.7699999999995,767.0,14393.33,5807.91,603.57,123780.22,9114.560000000001,63.32488729154407,1.9223057644110275,2.72664465396295,13.229999999999999,Medium,0.0
480,BACARDI USA INC,2916,Royal Brackla 12 Yr Scotch,47.05,63.99,750.0,112,5269.6,314.0,20662.86,20406.9,248.02,89286.27,15393.26,74.49723803965182,2.8035714285714284,3.921143919842113,47.050000000000004,Medium,0.0
7153,PINE STATE TRADING CO,11200,Palagetto Vernaccia Gimigano,9.26,14.99,750.0,569,5268.9400000000005,1039.0,15082.61,9494.47,115.25,15884.82,9813.67,65.06612582305051,1.8260105448154658,2.8625511013600455,9.260000000000002,Medium,0.0
8673,STE MICHELLE WINE ESTATES,18175,Seven Falls Cab Svgn,7.43,10.99,750.0,709,5267.87,1274.0,14001.26,1857.31,143.13,15919.7,8733.39,62.3757433259578,1.7968970380818055,2.6578598181048507,7.43,Medium,0.0
9552,M S WALKER INC,29182,Cantele Salice Salentino Rsv,8.21,11.99,750.0,641,5262.61,1306.0,17238.94,9487.78,145.22,55551.82,11976.329999999998,69.47254297538015,2.0374414976599065,3.2757396044928275,8.209999999999999,Medium,0.0
4425,MARTIGNETTI COMPANIES,14174,Chalk Hill Estate Red,32.67,49.99,750.0,161,5259.87,302.0,15466.980000000001,11542.75,33.38,144929.24,10207.11,65.9929087643483,1.875776397515528,2.940563169812182,32.67,Medium,0.0
9552,M S WALKER INC,13710,Stone Fruit Rsl,6.03,10.99,750.0,870,5246.1,1586.0,12064.14,6086.9800000000005,176.63,55551.82,6818.039999999999,56.514927711382654,1.8229885057471265,2.2996397323726194,6.03,Medium,0.0
9552,M S WALKER INC,35490,Sierra Cantabria Rioja Tint,7.58,11.99,750.0,692,5245.36,1305.0,15642.95,9486.15,144.87,55551.82,10397.59,66.46821731195203,1.8858381502890174,2.9822452605731544,7.579999999999999,Medium,0.0
9552,M S WALKER INC,31790,Dominio de Eguren Protocolo,5.15,7.99,750.0,1018,5242.7,1921.0,15898.79,8729.53,213.43,55551.82,10656.09,67.02453457149883,1.887033398821218,3.032557651591737,5.1499999999999995,Medium,0.0
17035,PERNOD RICARD USA,1031,Avion Tasting Flight 3/375mL,33.57,49.99,375.0,156,5236.92,371.0,18026.29,13402.25,145.32,123780.22,12789.37,70.9484314298727,2.378205128205128,3.442154930760829,33.57,Medium,0.0
653,STATE WINE & SPIRITS,14724,Tozai Blossom of Peace,11.48,18.99,720.0,456,5234.88,809.0,13866.91,9097.71,88.38,8014.9800000000005,8632.029999999999,62.2491239937376,1.7741228070175439,2.648945152515435,11.48,Medium,0.0
10754,PERFECTA WINES,10264,Fort Ross Pnt Nr Sonoma Cst,19.6,29.99,750.0,267,5233.2,2231.0,66907.69,29900.03,248.49,28720.52,61674.490000000005,92.17847754122135,8.355805243445692,12.785234655660018,19.599999999999998,Medium,0.0
4425,MARTIGNETTI COMPANIES,20788,Mt Tabor Galilee Chard,11.1,16.99,750.0,471,5228.099999999999,904.0,15358.96,8647.91,100.44,144929.24,10130.86,65.96058587300182,1.9193205944798302,2.9377708919110193,11.1,Medium,0.0
4425,MARTIGNETTI COMPANIES,14195,Twomey Svgn Bl Napa,15.89,23.99,750.0,329,5227.81,316.0,8254.84,2131.19,35.4,144929.24,3027.0299999999997,36.669759801522495,0.9604863221884499,1.5790244863527938,15.89,Medium,206.57
10754,PERFECTA WINES,610,Moillard Pnt Nr Bourgogne,14.48,20.99,750.0,361,5227.28,348.0,7172.5199999999995,5861.16,38.4,28720.52,1945.2399999999998,27.120733019914894,0.96398891966759,1.3721323518158584,14.479999999999999,Medium,188.24
90024,VINILANDIA USA,21157,Huber Hugo Gruner Veltliner,7.38,10.99,750.0,708,5225.04,1233.0,16291.67,9640.73,136.77,2802.64,11066.630000000001,67.92814978452178,1.7415254237288136,3.117999096657633,7.38,Medium,0.0
11567,CAMPARI AMERICA,3282,Skyy Watermelon Fresca Vodka,0.79,0.99,50.0,6612,5223.48,16067.0,15906.33,4715.37,836.64,20964.81,10682.85,67.16099816865362,2.4299758015728976,3.045159548806543,0.7899999999999999,Large,0.0
1587,VINEYARD BRANDS INC,21981,Massolino Barolo Serralunga,25.97,39.99,750.0,201,5219.969999999999,357.0,14276.43,7918.02,39.730000000000004,6070.09,9056.460000000001,63.43644734713091,1.7761194029850746,2.7349639940459434,25.969999999999995,Medium,0.0
4425,MARTIGNETTI COMPANIES,33767,Sensi Chianti DOCG,7.14,11.99,750.0,731,5219.34,1373.0,16460.27,10177.51,152.2,144929.24,11240.93,68.29128562289682,1.878248974008208,3.153707173703955,7.140000000000001,Medium,0.0
3960,DIAGEO NORTH AMERICA INC,8606,Baileys Espresso Creme,0.73,0.99,50.0,7144,5215.12,14240.0,14097.6,2420.55,745.3,257032.07,8882.48,63.00703665872205,1.9932810750279955,2.7032168003804324,0.73,Large,0.0
7239,REMY COINTREAU USA INC,6186,Rene Junot White,7.84,11.99,1500.0,665,5213.6,1254.0,16145.460000000001,6838.67,280.81,16978.67,10931.86,67.70856946782563,1.8857142857142857,3.0967968390363665,7.840000000000001,Medium,0.0
10754,PERFECTA WINES,20932,Frey Vyds Organic Agrul Red,7.43,10.99,750.0,701,5208.43,1242.0,15443.58,9858.12,137.74,28720.52,10235.15,66.27446485853669,1.7717546362339516,2.965112327515201,7.430000000000001,Medium,0.0
1392,CONSTELLATION BRANDS INC,27911,Ruffino Chianti Clsc Santdam,10.38,15.99,750.0,501,5200.38,1067.0,17229.33,11021.16,118.27,79528.99,12028.95,69.81670210042991,2.129740518962076,3.3130905818420966,10.38,Medium,0.0
4425,MARTIGNETTI COMPANIES,17921,Raymond R Field Blend Lot 7,8.9,14.99,750.0,584,5197.599999999999,1171.0,15465.29,10075.39,129.89000000000001,144929.24,10267.690000000002,66.39183616990047,2.0051369863013697,2.975467523472372,8.899999999999999,Medium,0.0
7153,PINE STATE TRADING CO,21041,Alexander Vly Vyds Merlot,10.27,15.99,750.0,506,5196.62,739.0,11796.61,7984.0,81.77,15884.82,6599.990000000001,55.948191895807355,1.4604743083003953,2.2700543815018226,10.27,Medium,0.0
8892,TRINCHERO FAMILY ESTATES,6241,Sutter Home Chard,4.05,5.99,750.0,1278,5175.900000000001,2259.0,13531.41,3653.9,252.82000000000002,11595.97,8355.509999999998,61.74899733287217,1.767605633802817,2.614310554686141,4.050000000000001,Large,0.0
8673,STE MICHELLE WINE ESTATES,23240,14 Hands Red Blend Ltd,5.4,7.99,750.0,958,5173.2,1916.0,19140.84,5834.16,214.56,15919.7,13967.64,72.97297297297297,2.0,3.7,5.3999999999999995,Medium,0.0
8892,TRINCHERO FAMILY ESTATES,22919,Complicated Pnt Nr,12.92,22.99,750.0,400,5168.0,1650.0,31333.499999999996,22863.96,182.54,11595.97,26165.499999999996,83.50647071026218,4.125,6.062983746130031,12.92,Medium,0.0
4425,MARTIGNETTI COMPANIES,37913,Pouilly Fume Minet Vls Vgns,13.15,19.99,750.0,393,5167.950000000001,864.0,17271.36,11794.099999999999,95.63,144929.24,12103.41,70.07792090489689,2.198473282442748,3.342013757873044,13.150000000000002,Medium,0.0
10754,PERFECTA WINES,16526,Flaco Tempranillo,6.03,8.99,750.0,856,5161.68,1703.0,15435.97,8571.550000000001,189.35,28720.52,10274.289999999999,66.5607020485269,1.9894859813084111,2.9904934052479035,6.03,Medium,0.0
3252,E & J GALLO WINERY,10235,Sheffield Marsala Silver Lne,6.89,9.99,1500.0,749,5160.610000000001,1444.0,15147.56,3640.03,324.51,61966.91,9986.949999999999,65.93108064929268,1.9279038718291055,2.935226649562745,6.890000000000001,Medium,0.0
3924,HEAVEN HILL DISTILLERIES,2133,Parkers Heritage 24Yr Bourbn,198.4,249.99,750.0,26,5158.400000000001,52.0,12999.48,5499.780000000001,40.92,14069.87,7841.079999999999,60.31841273650945,2.0,2.5200604838709673,198.40000000000003,Small,0.0
9552,M S WALKER INC,35896,Catena Alta Historic Rows CS,31.03,44.99,750.0,166,5150.9800000000005,246.0,10515.54,6799.410000000001,27.28,55551.82,5364.56,51.015544613020346,1.4819277108433735,2.0414639544319724,31.03,Medium,0.0
3252,E & J GALLO WINERY,24818,Rancho Zabaco Monte Rsso Znf,20.68,29.99,750.0,249,5149.32,454.0,11421.46,7189.15,50.300000000000004,61966.91,6272.139999999999,54.91539610522648,1.823293172690763,2.218052092315102,20.68,Medium,0.0
8112,MOET HENNESSY USA INC,2016,Ardbeg Perpetuum Single Malt,74.62,99.99,750.0,69,5148.780000000001,261.0,24957.39,17878.11,205.83,48347.26,19808.61,79.36971774692788,3.782608695652174,4.847243424655937,74.62,Small,0.0
9552,M S WALKER INC,19571,Mt Brave Cab Svgn Mt Veeder,45.15,69.99,750.0,114,5147.099999999999,172.0,12360.279999999999,7616.94,19.07,55551.82,7213.179999999999,58.357739468685175,1.5087719298245614,2.4014066173184903,45.15,Medium,0.0
1601,VRANKEN AMERICA,18584,Heidsieck Monopole Rose Top,26.48,43.99,750.0,194,5137.12,274.0,11833.26,8861.94,30.3,1048.97,6696.14,56.58744927433354,1.4123711340206186,2.3034813280593016,26.48,Medium,0.0
6359,OLE SMOKY DISTILLERY LLC,4834,Ole Smoky Shine Nog,14.07,18.99,750.0,365,5135.55,835.0,11819.65,5531.01,657.66,1922.0,6684.099999999999,56.550743888355406,2.287671232876712,2.3015353759577843,14.07,Medium,0.0
3664,WILLIAM GRANT & SONS INC,1045,Glenfiddich Trio 200ml Pack,33.55,49.99,200.0,153,5133.15,340.0,16996.600000000002,14997.0,10.2,30234.420000000002,11863.450000000003,69.7989597919584,2.2222222222222223,3.3111442291770166,33.55,Medium,0.0
