VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
9552,M S WALKER INC,26672,Tridente Tempranillo Castila,12.24,17.99,750.0,2047,25055.28,3494.0,37894.06,12212.58,391.04,55551.82,12838.779999999999,33.88071903617612,1.7068881289692233,1.5124181410066062,12.24,Large,0.0
8892,TRINCHERO FAMILY ESTATES,17163,Menage a Trois Cab Svgn,7.09,10.99,750.0,3533,25048.97,6455.0,72771.45,43010.87,716.39,11595.97,47722.479999999996,65.57857511427902,1.8270591565242005,2.905167358178799,7.090000000000001,Large,0.0
1392,CONSTELLATION BRANDS INC,8113,R Mondavi Chard Napa,11.1,17.99,750.0,2253,25008.3,4199.0,75528.01,48073.31,465.58,79528.99,50519.70999999999,66.88870791114448,1.8637372392365734,3.0201177209166556,11.1,Large,0.0
9165,ULTRA BEVERAGE COMPANY LLP,6105,Midnight Moon,14.84,18.99,750.0,1684,24990.56,4462.0,89195.37999999999,66646.65999999999,3518.92,68054.7,64204.81999999999,71.98222598524721,2.6496437054631827,3.5691629159170497,14.840000000000002,Large,0.0
3252,E & J GALLO WINERY,14439,Barefoot Sweet Red,3.42,6.29,750.0,7307,24989.94,13629.0,80512.11,44177.31,1515.13,61966.91,55522.17,68.96126557855706,1.8651977555768442,3.221780844611872,3.42,Large,0.0
12546,JIM BEAM BRANDS COMPANY,2464,Pinnacle Gin,11.1,18.99,1750.0,2251,24986.1,3490.0,54772.1,41253.76,6415.56,123880.97,29786.0,54.38170163276559,1.550422034651266,2.192102809161894,11.1,Large,0.0
3252,E & J GALLO WINERY,6173,Gallo Fairbanks Red Port,5.51,7.99,1500.0,4524,24927.24,8446.0,67483.54000000001,41100.56,1885.47,61966.91,42556.3,63.06174809442421,1.8669319186560567,2.7072206951110513,5.510000000000001,Large,0.0
9165,ULTRA BEVERAGE COMPANY LLP,6150,Midnight Moon Blackberry,13.56,18.99,750.0,1838,24923.28,4274.0,85437.26,74242.86,3372.3,68054.7,60513.979999999996,70.82855887466428,2.325353645266594,3.428010277940945,13.559999999999999,Large,0.0
7245,PROXIMO SPIRITS INC.,3829,Three Olives Peach Vodka,11.1,14.99,750.0,2245,24919.5,4320.0,52674.8,38169.89,3404.9500000000003,38994.78,27755.300000000003,52.69179949425532,1.9242761692650334,2.1137984309476514,11.1,Large,0.0
9552,M S WALKER INC,25578,Parducci 13 True Grit Chard,8.55,12.99,750.0,2912,24897.6,3838.0,49855.62,19510.98,428.96000000000004,55551.82,24958.020000000004,50.06059497404707,1.3179945054945055,2.00242673992674,8.549999999999999,Large,0.0
1485,CASTLE BRANDS CORP.,3134,Jefferson's Ocean Aged Cask,73.52,99.99,750.0,338,24849.76,607.0,60693.93,48695.13,478.83000000000004,8497.59,35844.17,59.057256631758726,1.7958579881656804,2.4424352589320786,73.52,Medium,0.0
10754,PERFECTA WINES,25197,Ch La Rousseliere St Estephe,99.33,149.99,750.0,250,24832.5,270.0,40497.3,7949.47,30.270000000000003,28720.52,15664.800000000003,38.68109725833575,1.08,1.6308184838417397,99.33,Medium,0.0
2000,SOUTHERN WINE & SPIRITS NE,44081,Wente Riva Ranch Chard,10.96,16.99,750.0,2265,24824.4,4272.0,81751.28,41284.399999999994,475.25,19016.59,56926.88,69.63423691959318,1.8860927152317881,3.2931825139781825,10.96,Large,0.0
4425,MARTIGNETTI COMPANIES,11888,Penfolds Koonunga Hills Shir,7.53,10.99,750.0,3290,24773.7,6900.0,91155.0,53727.44,765.4200000000001,144929.24,66381.3,72.82244528550272,2.0972644376899696,3.679506896426452,7.53,Large,0.0
4425,MARTIGNETTI COMPANIES,28214,Lagaria Venezie Pnt Grigio,8.1,11.99,750.0,3056,24753.600000000002,5860.0,70261.4,29495.4,654.37,144929.24,45507.79999999999,64.76927587551627,1.9175392670157068,2.8384315816689285,8.100000000000001,Large,0.0
7245,PROXIMO SPIRITS INC.,8712,Cuervo RTD Golden Grapefruit,15.74,19.99,1750.0,1572,24743.28,2679.0,45190.21,33536.18,4924.93,38994.78,20446.93,45.246370840055846,1.7041984732824427,1.8263629559217696,15.739999999999998,Large,0.0
2561,EDRINGTON AMERICAS,2312,The Macallan No.2 Edition,78.73,99.99,750.0,314,24721.22,582.0,58194.18,41195.88,458.62,9654.5,33472.96,57.5194289188369,1.8535031847133758,2.3540173179155395,78.73,Medium,0.0
3252,E & J GALLO WINERY,46551,J Vineyards Brut 20,16.77,29.99,750.0,1474,24718.98,2692.0,69869.08,37331.619999999995,299.26,61966.91,45150.100000000006,64.62100259513937,1.8263229308005426,2.8265357227523142,16.77,Large,0.0
3252,E & J GALLO WINERY,12901,Madria Sangria,5.19,7.99,1500.0,4760,24704.4,8986.0,80784.14,47476.19,2007.06,61966.91,56079.74,69.4192449161432,1.8878151260504201,3.270030439921633,5.19,Large,0.0
9165,ULTRA BEVERAGE COMPANY LLP,90631,Luxardo Maraschino Cherries,12.74,18.99,400.0,1938,24690.12,3316.0,62970.84,38967.479999999996,198.95999999999998,68054.7,38280.72,60.7911852533649,1.7110423116615068,2.5504468994075364,12.74,Large,0.0
9552,M S WALKER INC,34504,Ca'Montini Pinot Grigio Tre,9.45,13.99,750.0,2610,24664.5,4985.0,76011.15,42668.97,553.85,55551.82,51346.649999999994,67.5514710670737,1.9099616858237547,3.081803807091163,9.45,Large,0.0
480,BACARDI USA INC,7990,Noilly Prat Sweet Vermouth,7.68,9.99,1000.0,3211,24660.48,5993.0,59870.07,43706.25,6292.650000000001,89286.27,35209.59,58.810003061629956,1.8663967611336032,2.4277739119433197,7.68,Large,0.0
1392,CONSTELLATION BRANDS INC,6360,Taylor Nys Cream Sherry,9.26,13.99,3000.0,2663,24659.38,5029.0,70355.71,44698.05,2263.05,79528.99,45696.33,64.95042122380686,1.8884716485167106,2.853101335070063,9.26,Large,0.0
9552,M S WALKER INC,25992,Murphy-Goode Cab Svgn Cal,7.43,12.99,750.0,3314,24623.02,6348.0,79858.52,43582.61,705.49,55551.82,55235.5,69.16669630241081,1.9155099577549788,3.2432463605195463,7.43,Large,0.0
4425,MARTIGNETTI COMPANIES,15230,Faust Cab Svgn Napa Valley,32.46,51.99,750.0,757,24572.219999999998,1329.0,71602.71,49023.92,147.01,144929.24,47030.490000000005,65.68255586974291,1.7556142668428005,2.9139699221315785,32.459999999999994,Medium,0.0
8112,MOET HENNESSY USA INC,19218,Veuve Clicquot Brut Grande,80.53,119.99,750.0,305,24561.65,523.0,62754.77,44516.29,58.01,48347.26,38193.119999999995,60.860903481918584,1.7147540983606557,2.554989994564697,80.53,Medium,0.0
10754,PERFECTA WINES,24768,Vinsacro Rioja,10.95,15.99,750.0,2243,24560.85,3646.0,58299.54,26207.61,406.63,28720.52,33738.69,57.87127994491895,1.625501560410165,2.3736776210921042,10.95,Large,0.0
1392,CONSTELLATION BRANDS INC,8359,R M Woodbridge Svgn Bl Cal,3.2,7.99,750.0,7673,24553.6,14427.0,83021.81,27748.690000000002,1614.49,79528.99,58468.21,70.42512082066146,1.8802293757330901,3.3812479636387334,3.1999999999999997,Large,0.0
7153,PINE STATE TRADING CO,17073,Tomaiolo Pinot Grigio,6.84,9.99,750.0,3589,24548.76,6506.0,70992.94,44234.53,721.73,15884.82,46444.18000000001,65.42084325568149,1.8127612148230705,2.8919155183398266,6.84,Large,0.0
17035,PERNOD RICARD USA,5192,Kahlua Mocha,13.56,18.99,750.0,1809,24530.04,4567.0,86945.32999999999,75141.53,3603.1800000000003,123780.22,62415.289999999986,71.78682282303144,2.5245992260917633,3.544443058388816,13.56,Large,0.0
8112,MOET HENNESSY USA INC,5430,Grand Marnier Cuvee 1880,275.58,349.99,750.0,89,24526.62,101.0,35348.99,29749.15,79.69,48347.26,10822.369999999999,30.615782798886194,1.1348314606741574,1.4412499561700716,275.58,Medium,0.0
7245,PROXIMO SPIRITS INC.,8190,Gran Centenario Rosangel,12.3,15.99,750.0,1992,24501.6,2641.0,42229.590000000004,21618.48,2080.62,38994.78,17727.990000000005,41.980019223487616,1.3258032128514057,1.7235441767068276,12.299999999999999,Large,0.0
3252,E & J GALLO WINERY,26742,Bridlewood Viognier,9.26,13.99,750.0,2642,24464.920000000002,3078.0,43061.22,21460.66,342.58,61966.91,18596.3,43.18572488192392,1.1650264950794853,1.7601210222637147,9.260000000000002,Large,0.0
3252,E & J GALLO WINERY,38897,L Martini RSV Cab Svgn Alex,18.49,26.99,750.0,1322,24443.78,2595.0,64975.049999999996,33625.57,288.79,61966.91,40531.27,62.37974422489864,1.9629349470499244,2.658142480418331,18.49,Large,0.0
4425,MARTIGNETTI COMPANIES,37542,Frogs Leap Chard Napa,20.68,29.99,750.0,1180,24402.4,1115.0,33642.85,21352.93,123.51,144929.24,9240.449999999997,27.466311563972724,0.9449152542372882,1.378669721011048,20.68,Medium,1344.2
8892,TRINCHERO FAMILY ESTATES,12773,Joel Gott Znfdl,9.99,14.99,750.0,2442,24395.579999999998,4281.0,63026.19,39809.98,474.46000000000004,11595.97,38630.61,61.29294821724112,1.753071253071253,2.5835085699950566,9.989999999999998,Large,0.0
1587,VINEYARD BRANDS INC,25870,Man Svgn Bl,4.72,7.49,750.0,5168,24392.96,10174.0,71120.26,20341.9,1139.56,6070.09,46727.299999999996,65.70181267616289,1.9686532507739938,2.915605978118277,4.72,Large,0.0
7153,PINE STATE TRADING CO,16314,Line 39 Chard,5.29,9.99,750.0,4608,24376.32,8195.0,77965.21,38169.92,912.46,15884.82,53588.89000000001,68.73436241626233,1.7784288194444444,3.19839951231359,5.29,Large,0.0
7153,PINE STATE TRADING CO,3204,Twenty 2 Vodka,15.71,21.99,750.0,1551,24366.21,2734.0,59940.659999999996,28731.89,2154.05,15884.82,35574.45,59.34944660269006,1.7627337201805287,2.459991110640514,15.709999999999999,Large,0.0
3252,E & J GALLO WINERY,16843,Barefoot Cellars Red Moscato,3.44,6.29,750.0,7082,24362.08,13090.0,76059.7,40628.31,1456.27,61966.91,51697.619999999995,67.96979215011366,1.8483479243151653,3.122052796805527,3.4400000000000004,Large,0.0
516,BANFI PRODUCTS CORP,14279,Movendo Moscato,5.22,7.99,750.0,4667,24361.74,8522.0,76742.78,43376.85,947.34,8510.41,52381.03999999999,68.2553329446757,1.8260124276837368,3.150135417256731,5.220000000000001,Large,0.0
9165,ULTRA BEVERAGE COMPANY LLP,5468,Hine Rare VSOP,45.11,59.99,750.0,540,24359.4,978.0,60950.22,51431.74,771.5400000000001,68054.7,36590.82,60.03394245336604,1.8111111111111111,2.5021232050050495,45.11,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,26091,Pacific Rim Rsl,6.2,9.99,750.0,3926,24341.2,7143.0,64970.17,37850.94,793.22,68054.7,40628.97,62.53480635805633,1.8194090677534387,2.669144084925969,6.2,Large,0.0
12546,JIM BEAM BRANDS COMPANY,3797,Skinnygirl Sweet'Arita,12.77,16.99,1750.0,1906,24339.620000000003,3813.0,67482.87,43782.229999999996,7007.93,123880.97,43143.24999999999,63.932150485004556,2.0005246589716683,2.772552324152965,12.770000000000001,Large,0.0
3252,E & J GALLO WINERY,6593,Souverain Chard N Cst,7.84,11.99,750.0,3102,24319.68,5660.0,63319.5,30429.9,630.28,61966.91,38999.82,61.592116172743,1.824629271437782,2.603632120159476,7.84,Large,0.0
17035,PERNOD RICARD USA,8780,Sandeman Fine Rich Madeira,10.13,16.99,750.0,2400,24312.0,4516.0,72269.84,55678.19,499.2,123780.22,47957.84,66.35941078602083,1.8816666666666666,2.9725995393221454,10.13,Large,0.0
1392,CONSTELLATION BRANDS INC,21326,Kim Crawford Svgn Bl Sptfire,16.23,26.99,750.0,1497,24296.309999999998,2475.0,66454.25,40351.02,274.76,79528.99,42157.94,63.43904264964243,1.653306613226453,2.7351581371821485,16.229999999999997,Large,0.0
1392,CONSTELLATION BRANDS INC,32968,Alice White Chard Ausl,6.8,9.99,1500.0,3571,24282.8,6793.0,76502.07,38581.69,1519.5800000000002,79528.99,52219.270000000004,68.25863666172694,1.9022682721926631,3.1504632908890247,6.8,Large,0.0
4425,MARTIGNETTI COMPANIES,46458,Layer Cake Barosa Shiraz,7.71,14.99,750.0,3148,24271.079999999998,8411.0,128899.89,80087.36,932.85,144929.24,104628.81,81.17059680966369,2.6718551461245235,5.310842780790966,7.709999999999999,Large,0.0
1590,DIAGEO CHATEAU ESTATE WINES,6398,BV Coastal Estate Cab Svgn,5.91,8.99,750.0,4105,24260.55,8526.0,75589.74,38175.94,948.32,7259.75,51329.19,67.90496964270548,2.0769792935444578,3.1157471697879893,5.91,Large,0.0
2561,EDRINGTON AMERICAS,2982,Highland Park Dark Origins,52.23,69.99,750.0,464,24234.72,973.0,70904.26999999999,66112.93,768.1,9654.5,46669.54999999999,65.82050700190551,2.0969827586206895,2.925730934791076,52.230000000000004,Medium,0.0
9552,M S WALKER INC,25210,Siduri Pnt Nr Williamette Vy,14.28,21.99,750.0,1697,24233.160000000003,2728.0,56132.719999999994,31208.729999999996,303.06,55551.82,31899.55999999999,56.82881570677494,1.6075427224513847,2.316359896934613,14.280000000000003,Large,0.0
8352,LUXCO INC,8535,Arrow Peppermint Schnapps,3.7,4.99,375.0,6549,24231.3,12976.0,50764.240000000005,32099.5,5091.95,10261.6,26532.940000000006,52.266989518606024,1.9813712017101848,2.094986236809416,3.6999999999999997,Large,0.0
4425,MARTIGNETTI COMPANIES,6015,Jackson Morgan Salted Carmel,16.42,27.99,750.0,1475,24219.5,2864.0,70769.36,53935.13,2257.98,144929.24,46549.86,65.77685597269779,1.9416949152542373,2.921999215508165,16.42,Large,0.0
7255,PSP WINES,20398,I Lauri Bajo Montepul d'Abru,6.03,8.99,750.0,4014,24204.42,7322.0,68374.78,34658.88,815.0600000000001,648.71,44170.36,64.60036873244785,1.824115595416044,2.8248881815800586,6.029999999999999,Large,0.0
7245,PROXIMO SPIRITS INC.,8327,Jose Cuervo Silver w/Marg Mx,10.94,16.99,750.0,2212,24199.28,4392.0,74151.08,44746.509999999995,3460.68,38994.78,49951.8,67.36489879850706,1.9855334538878842,3.0641853807220714,10.94,Large,0.0
9815,WINE GROUP INC,17954,Drops of Jupiter Red,5.36,7.99,750.0,4510,24173.6,8308.0,66380.92,35555.5,923.87,27100.41,42207.32,63.58351164762405,1.8421286031042128,2.746008869179601,5.359999999999999,Large,0.0
8352,LUXCO INC,7996,Stock Italian Sweet Vermouth,4.48,6.49,750.0,5384,24120.32,9895.0,61939.55,48329.39,1092.83,10261.6,37819.23,61.058289897165864,1.837852897473997,2.567940640920187,4.4799999999999995,Large,0.0
9552,M S WALKER INC,2040,Malfy Gin Con Limone,23.25,29.99,750.0,1037,24110.25,1503.0,39467.97,27667.5,1184.88,55551.82,15357.720000000001,38.911856880402006,1.4493731918997108,1.6369788782779109,23.25,Medium,0.0
3252,E & J GALLO WINERY,22039,Ghost Pines Pnt Nr L Martini,10.52,17.99,750.0,2290,24090.8,3508.0,56760.92,29649.76,390.49,61966.91,32670.12,57.5574180263463,1.531877729257642,2.3561243296196057,10.52,Large,0.0
4425,MARTIGNETTI COMPANIES,8491,Forbidden Secret Dark Mocha,14.92,19.99,750.0,1614,24080.879999999997,3214.0,65252.85999999999,52682.09,2534.8,144929.24,41171.979999999996,63.096054333863684,1.9913258983890954,2.7097373517911305,14.919999999999998,Large,0.0
9165,ULTRA BEVERAGE COMPANY LLP,44362,Cusumano Nero D'Avola Sicily,6.66,10.99,750.0,3612,24055.920000000002,6795.0,73760.05,37266.72,756.4,68054.7,49704.130000000005,67.3862477045501,1.8812292358803986,3.066191191191191,6.66,Large,0.0
1392,CONSTELLATION BRANDS INC,3806,Svedka Citron Vodka,9.69,12.99,750.0,2480,24031.2,4020.0,42158.8,28696.75,3167.75,79528.99,18127.600000000002,42.99837756292874,1.6209677419354838,1.7543360298278905,9.69,Large,0.0
10754,PERFECTA WINES,16351,Girls in the Vineyard Cab S,12.83,18.99,750.0,1873,24030.59,3179.0,61071.21,37606.369999999995,352.73,28720.52,37040.619999999995,60.65152467095378,1.6972770955686065,2.5413945308875063,12.83,Large,0.0
8892,TRINCHERO FAMILY ESTATES,2042,Amador Double Barrel Bourbon,28.56,39.99,750.0,841,24018.960000000003,1468.0,58705.32,47748.060000000005,1157.94,11595.97,34686.36,59.08554795374593,1.7455410225921522,2.4441241419278765,28.560000000000002,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,24686,Barco Negro Douro,5.51,7.99,750.0,4348,23957.48,9854.0,78733.46,39726.28,1096.95,68054.7,54775.98000000001,69.57141220517936,2.2663293468261267,3.2863832089184677,5.51,Large,0.0
3252,E & J GALLO WINERY,13694,MacMurray Ranch Chard Sonoma,10.8,15.99,750.0,2214,23911.2,4204.0,67221.96,36745.020000000004,467.16,61966.91,43310.76000000001,64.42948108028985,1.8988256549232159,2.811316872427984,10.8,Large,0.0
9552,M S WALKER INC,294,Old Mexico Gold Tequila,6.79,8.49,1000.0,3520,23900.8,6479.0,55006.71,5993.9400000000005,6802.95,55551.82,31105.91,56.54930098527979,1.840625,2.3014589469808544,6.79,Large,0.0
7245,PROXIMO SPIRITS INC.,3944,Gran Centenario Anejo,31.99,39.99,750.0,747,23896.53,1276.0,55627.240000000005,42540.240000000005,1006.11,38994.78,31730.710000000006,57.041675984643504,1.7081659973226238,2.3278375563314007,31.99,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,13086,Armand De Brignac Brut,186.66,279.99,750.0,128,23892.48,254.0,71847.46,50348.22,28.150000000000002,68054.7,47954.98000000001,66.74554674584182,1.984375,3.0071160465552342,186.66,Medium,0.0
4425,MARTIGNETTI COMPANIES,41970,Troublemaker Red,8.81,15.99,750.0,2709,23866.29,5665.0,89620.35,49531.73,629.77,144929.24,65754.06,73.36956394390336,2.0911775562938355,3.755101861244458,8.81,Large,0.0
173357,TAMWORTH DISTILLING,3909,White Mountain Vodka,19.37,24.99,750.0,1232,23863.84,1895.0,47356.049999999996,27763.89,1493.38,202.5,23492.209999999995,49.60762141268116,1.5381493506493507,1.984427066222368,19.37,Medium,0.0
10754,PERFECTA WINES,25966,Robert Sinskey Pnt Nr Carner,23.8,36.99,750.0,1000,23800.0,1812.0,64629.880000000005,34000.47,201.46,28720.52,40829.880000000005,63.17492775787299,1.812,2.7155411764705883,23.8,Medium,0.0
9819,TREASURY WINE ESTATES,13525,Stags Leap The Leap Cab Svgn,36.98,53.99,750.0,643,23778.14,623.0,25025.77,9173.720000000001,69.76,14836.57,1247.630000000001,4.985381069193879,0.968895800933126,1.0524696212571716,36.98,Medium,739.5999999999999
1392,CONSTELLATION BRANDS INC,26821,Estancia Merlot Central Cst,4.93,9.99,750.0,4822,23772.46,9291.0,88411.09,46823.51,1033.56,79528.99,64638.63,73.11145015857173,1.9267938614682705,3.7190551587845766,4.93,Large,0.0
4692,KOBRAND CORPORATION,25988,Infamous Goose Svgn Bl,10.52,15.99,750.0,2253,23701.559999999998,3756.0,48808.44,23212.14,418.40000000000003,9139.38,25106.880000000005,51.439628064326584,1.66711051930759,2.0592922997473586,10.52,Large,0.0
8112,MOET HENNESSY USA INC,3891,Belvedere Peach Nectar Vodka,18.1,22.99,750.0,1309,23692.899999999998,2154.0,44255.46,33076.64,1698.76,48347.26,20562.56,46.46332904459698,1.6455309396485867,1.8678785627761905,18.099999999999998,Large,0.0
9552,M S WALKER INC,2822,James E Pepper 1776 Rye,23.25,32.99,750.0,1017,23645.25,2201.0,67159.99,56801.4,1736.43,55551.82,43514.740000000005,64.79265407871561,2.1642084562438546,2.840316342605809,23.25,Medium,0.0
4425,MARTIGNETTI COMPANIES,42420,Yellow Tail Pnt Grigio Ausl,4.6,6.99,750.0,5139,23639.4,9410.0,72547.9,35671.6,1047.98,144929.24,48908.49999999999,67.41545930343952,1.8310955438801324,3.0689399900166667,4.6000000000000005,Large,0.0
2242,DELICATO VINEYARDS INC,10357,Gnarly Head Chard Cal,5.19,7.99,750.0,4550,23614.5,8879.0,73030.25,28128.670000000002,991.6800000000001,7982.65,49415.75,67.66476905118085,1.9514285714285715,3.0926020030066272,5.19,Large,0.0
17035,PERNOD RICARD USA,18600,Perrier Jouet Belle Epoque,72.72,121.99,750.0,324,23561.28,509.0,62516.909999999996,45083.34,56.35,123780.22,38955.63,62.3121488250139,1.5709876543209877,2.653374943975879,72.72,Medium,0.0
12546,JIM BEAM BRANDS COMPANY,2839,Ardmore Legacy Single Malt,27.0,39.99,750.0,872,23544.0,1555.0,57296.450000000004,50960.170000000006,1227.05,123880.97,33752.450000000004,58.908448952771074,1.783256880733945,2.433590299014611,27.0,Medium,0.0
12546,JIM BEAM BRANDS COMPANY,5696,Midori Melon Liqueur,8.39,12.99,375.0,2805,23533.95,4389.0,48295.11,38426.090000000004,1718.23,123880.97,24761.16,51.27053235824497,1.5647058823529412,2.0521463672694127,8.39,Large,0.0
2242,DELICATO VINEYARDS INC,44340,Irony Pnt Nr Monterey,8.84,12.99,750.0,2659,23505.56,4837.0,64100.63,34644.89,537.87,7982.65,40595.06999999999,63.330219999397805,1.8191049266641595,2.7270411766407605,8.84,Large,0.0
516,BANFI PRODUCTS CORP,6429,C Y Toro Frontera Svgn Bl,5.8,8.99,1500.0,4048,23478.399999999998,6412.0,60901.88,35691.64,1431.3500000000001,8510.41,37423.479999999996,61.4488091336425,1.5839920948616601,2.5939535913861254,5.8,Large,0.0
2242,DELICATO VINEYARDS INC,39357,Bota Box Merlot Cal,11.33,17.99,3000.0,2070,23453.100000000002,3859.0,70727.40999999999,54248.42999999999,1736.55,7982.65,47274.30999999998,66.84015433337653,1.8642512077294686,3.015695579688825,11.330000000000002,Large,0.0
8664,"STOLI GROUP,(USA) LLC",3443,Stolichnaya,7.57,9.99,375.0,3098,23451.86,4628.0,43017.72,34061.46,1812.5800000000002,18544.49,19565.86,45.48325666725247,1.4938670109748224,1.8342988573187797,7.57,Large,0.0
9165,ULTRA BEVERAGE COMPANY LLP,3398,Archvist Gerston Scotch,44.99,62.99,750.0,521,23439.79,638.0,34303.62,27808.88,503.38,68054.7,10863.830000000002,31.669631368351215,1.2245681381957774,1.4634781284303315,44.99,Medium,0.0
4425,MARTIGNETTI COMPANIES,42053,Paraduxx Red Duckhorn Napa,22.6,32.99,750.0,1036,23413.6,1818.0,74385.82,43100.53,201.93,144929.24,50972.22000000001,68.52410849272079,1.7548262548262548,3.177034714866574,22.599999999999998,Medium,0.0
9552,M S WALKER INC,31277,Landmark Overlook Chard,10.95,15.99,750.0,2138,23411.1,6668.0,115525.32,39922.95,745.33,55551.82,92114.22,79.73509183960711,3.118802619270346,4.934638697028333,10.95,Large,0.0
3960,DIAGEO NORTH AMERICA INC,3372,Smirnoff Sourced Pineapple,7.85,12.99,750.0,2982,23408.7,3943.0,42738.57,31756.77,3108.25,257032.07,19329.87,45.22816275790228,1.3222669349429912,1.825755808737777,7.8500000000000005,Large,0.0
9165,ULTRA BEVERAGE COMPANY LLP,32545,Artesa Carneros Chard,10.27,16.99,750.0,2279,23405.329999999998,5602.0,91345.98,44047.14,623.9300000000001,68054.7,67940.65,74.3772741832755,2.458095655989469,3.90278539119081,10.27,Large,0.0
4425,MARTIGNETTI COMPANIES,37048,Ch Montelena Chard Napa,26.84,45.99,750.0,872,23404.48,1408.0,61779.92,34568.22,156.45000000000002,144929.24,38375.44,62.11636402248498,1.614678899082569,2.6396621501524495,26.84,Medium,0.0
17035,PERNOD RICARD USA,24648,Mumm Napa Bl de Blanc,9.67,19.99,750.0,2419,23391.73,4061.0,70202.39,40693.57,450.84000000000003,123780.22,46810.66,66.67958170654875,1.6787928896238116,3.0011628041192338,9.67,Large,0.0
4425,MARTIGNETTI COMPANIES,15007,Sean Minor Carneros Pnt Nr,13.79,19.99,750.0,1695,23374.05,3125.0,61454.74999999999,34646.39,347.15000000000003,144929.24,38080.7,61.96542984879119,1.8436578171091444,2.6291870685653533,13.79,Large,0.0
9552,M S WALKER INC,6584,Schmitt Sohne Spatlese Psprt,8.1,11.99,750.0,2883,23352.3,5729.0,73012.71,44401.05,635.66,55551.82,49660.41,68.01611664599218,1.9871661463753034,3.12657468429234,8.1,Large,0.0
1392,CONSTELLATION BRANDS INC,26684,Mark West Pnt Grigio CA,8.96,12.99,750.0,2603,23322.88,3794.0,38418.06,15538.74,423.66,79528.99,15095.179999999997,39.29188511861348,1.457548981943911,1.6472262430711815,8.96,Large,0.0
1392,CONSTELLATION BRANDS INC,8124,Mouton Cadet White Brdx,6.75,9.99,750.0,3455,23321.25,6603.0,73236.97,39209.81,733.9300000000001,79528.99,49915.72,68.15645158449345,1.9111432706222866,3.1403535402261884,6.75,Large,0.0
90058,ZORVINO VINEYARDS,19556,Zorvino Bacca Z Blackberry,9.39,13.99,750.0,2483,23315.370000000003,4876.0,68215.24,43117.18,540.63,448.68,44899.87,65.82087814980933,1.963753523962948,2.9257627050310586,9.39,Large,0.0
9819,TREASURY WINE ESTATES,25932,Gabbiano Chianti Clsc,6.49,9.99,750.0,3587,23279.63,6828.0,72081.72,38038.38,759.7900000000001,14836.57,48802.09,67.70383670090003,1.9035405631446891,3.0963430260704317,6.49,Large,0.0
4425,MARTIGNETTI COMPANIES,29352,Elk Cove Pnt Gris Ore,11.91,19.99,750.0,1954,23272.14,3845.0,74716.54999999999,44883.92,426.53000000000003,144929.24,51444.40999999999,68.85276421355108,1.9677584442169909,3.210557774231334,11.91,Large,0.0
5992,MCCORMICK DISTILLING CO,8505,Hussong's Repasado Tequila,26.71,34.99,750.0,871,23264.41,1259.0,38047.409999999996,31029.739999999998,992.94,1567.85,14782.999999999996,38.85415590706437,1.4454649827784156,1.6354341244845667,26.71,Medium,0.0
3252,E & J GALLO WINERY,23271,Darkhorse Merlot,5.36,7.99,750.0,4340,23262.399999999998,7574.0,60516.26,33717.8,841.89,61966.91,37253.86,61.56008319086473,1.7451612903225806,2.60146244583534,5.359999999999999,Large,0.0
9744,FREDERICK WILDMAN & SONS,2609,Pigs Nose Scotch,18.11,25.99,750.0,1283,23235.13,2367.0,59799.329999999994,50683.939999999995,1867.17,3999.93,36564.2,61.14483222470888,1.8448947778643803,2.573660229144403,18.11,Large,0.0
6830,PARK STREET IMPORTS LLC,2550,Stillhouse Originl Moonshine,17.29,22.99,750.0,1343,23220.469999999998,1818.0,42063.82,30936.62,1432.94,360.28999999999996,18843.350000000002,44.79704886527187,1.353685778108712,1.8114973555660159,17.29,Large,0.0
8892,TRINCHERO FAMILY ESTATES,17161,Seaglass Pnt Grigio,8.1,11.99,750.0,2865,23206.5,4923.0,44299.77,17072.05,550.04,11595.97,21093.269999999997,47.614852176433416,1.7183246073298428,1.9089380130566866,8.1,Large,0.0
7245,PROXIMO SPIRITS INC.,5655,Jose Cuervo Lite Wh Peach,8.79,15.99,1750.0,2640,23205.600000000002,5367.0,79371.33,50836.67,9863.63,38994.78,56165.729999999996,70.76324662822205,2.0329545454545452,3.420352414934326,8.790000000000001,Large,0.0
4692,KOBRAND CORPORATION,24665,Nardi Casale 08 Bosco Brunel,19.3,27.99,750.0,1202,23198.6,1886.0,52789.14,23987.43,210.23000000000002,9139.38,29590.54,56.05421872756404,1.5690515806988352,2.2755312820601246,19.299999999999997,Medium,0.0
9552,M S WALKER INC,25827,Angeline Cab Svgn California,8.72,12.99,750.0,2660,23195.2,5294.0,37912.26,8708.7,593.74,55551.82,14717.060000000001,38.818735680753406,1.9902255639097743,1.6344873077188384,8.72,Large,0.0
