Description,TotalSalesDollars,ProfitMargin
Jadot Marsannay 13,2429.19,93.41673561969216
Jadot Marsannay Clos Roy 12,524.85,95.61398494808041
Jadot Marsannay Clos Roy 13,2903.12,94.05880569869657
Jadot Mercurey 13,3568.81,96.70478394759037
Jadot Mercurey 14,839.7199999999999,28.08317058066974
Jadot Monthelie 13 Sous Roch,2379.32,92.10530739875257
Jadot Moulin-a-Vent Jacques,591.68,52.62303948080043
Jadot Pernand Croix Blanc 12,174.95000000000002,86.48756787653615
Jadot Pernand Vergelesses 13,4066.8700000000003,91.45583704421337
Jadot Rully 13,2157.17,92.8656526838404
Jadot Saint Aubin 13,1595.5800000000002,96.7159277504105
Jadot Santenay Clos Rous 12,244.93,90.41358755562814
Jadot Savigny 13 Clos de Gue,4398.900000000001,97.49210029780173
Jadot Savigny Bl Clos de Gue,2199.4500000000003,98.81152106208371
Jadot Savigny Les Beaune 12,909.74,87.17765515421989
Jadot Savigny Narbantons 12,174.95000000000002,61.297513575307235
Jadot Savigny les Beaune 13,4093.83,87.29600398648698
Jadot St Aubin Blanc 14,835.78,7.248318935605069
Jadot Vosne Romanee 13,2099.65,86.57776296049342
Jam Cellars Toast,2379.97,41.09715668684898
James L'Escargot Svgn Blanc,5756.16,76.50395402490548
Jameson Rarest Vintage Rsv,9299.69,90.15020930805221
Jamieson R Double Lariat Cab,1295.76,67.31802185589923
Jamieson Ranch Cab Svgn,4513.71,62.54610951966343
Januik Cab Svgn Columbia Vly,2199.12,62.39222961912038
Jargon Pinot Nr CA,917.4,64.81360366252453
Jarhead Chard,4588.7,72.4239980822455
Jarhead Red,6771.16,74.11905788668412
Jarvis Cab Svgn Napa,2339.82,10.399090528331245
Jarvis Chard Estate Napa,3839.36,55.958284714119024
Jas Des Vignes 15 Rose,359.76,1.9346230820547132
Je T'Aime Cremant de Limoux,2078.7,55.427911675566456
Jean Laurent Blanc de Noirs,3641.2200000000003,98.52741663508385
Jean Luc Colombo Ruchets 07,319.96,82.75721965245654
Jean Luc Columbo CDR Red,233.82,38.51680780087246
Jean-Paul & Benoit Droin 14,5321.58,52.77192112117077
JeanJean Mas de Lunes 12,4573.14,22.14452214452215
Jeio Prosecco Bisol Desidero,695.64,36.24288425047438
Jekel Cab Svgn Monterey,3299.18,29.084196679174813
Jekel Grvlstone Montry Chard,8672.59,70.82324887951582
Jekel Pnt Nr Monterey,6811.52,17.663751996617492
Jekel Rsl Monterey,8574.64,62.83832324155883
Jelu Malbec Rose San Juan,3971.07,46.75087570856218
Jeremiah Weed Bourbon,1109.26,60.00667111407605
Jeremiah Weed Sarsaparilla,359.76,72.21480987324884
Jesse James Spiced Bourbon,575.64,47.9257869501772
Jewell Towne Cab Svgn NH,9648.02,55.54486827349031
Jim Beam Bonded Bourbon,4425.54,90.61809406309739
Jim Beam Candy Cane 4/50mLs,1955.1000000000001,85.70610198966804
Jim Beam Signature Craft Ltd,7982.910000000001,98.17547736351781
Jim Beam White BBQ Sauce Pak,3289.84,98.38138024949542
Jimenez Landi Bajondillo Men,743.52,65.52614590058103
Jip Jip Rocks Shiraz/CabSvgn,1834.92,69.9692629651429
Joel Gott Rsl Columbia Vly,363.71999999999997,72.35235895743979
John Anthony Cab Svgn Napa,5099.15,64.86277124618809
John Anthony Svgn Bl,3210.54,64.19293950550376
John Taylor Velvet Falernum,303.81,65.42905105164411
Johnnie Walker Blue Yr Roost,2499.9,11.762870514820591
Johnnie Walker Gold Edition,4164.51,60.45152971177882
Johnnie Walker King George V,9899.78,48.735224419128514
Jolivet Pouilly Fume Pascal,1055.52,11.306275579809007
Jonathan Edwards Znfdl Lodi,353.88,66.44625296710748
Jos Phelps Insignia 2010 Red,8063.370000000001,82.13005232303615
Jose Cuervo Cinge,3364.02,69.57746981290242
Jose Cuervo R Rolling Stones,8399.16,63.23632363236323
Jose Cuervo Tropina,701.64,64.28937916880452
Jose Maria de Fonseca Periq,6443.55,66.65192324107052
Josef Weinberg Radiance Mosl,719.28,65.76576576576576
Joseph Drouhin Cote de Beaun,3222.7599999999998,98.4081967009644
Joseph Drouhin Cote de Nuits,3209.87,62.914385940863646
Joseph Drouhin Mersault,3303.4100000000003,0.16074298981962276
Joseph Drouhin Nuits St Geo,3251.52,17.99527605550636
Joseph Mellot Reuilly Svgn B,31.98,65.50969355847405
Joseph Mellot Sancerre White,3098.7599999999998,85.38802617821321
Joseph Phelps Insignia 09,4639.71,90.98478137642225
Josh Cellars Cab Svgn Paso R,3160.14,62.06497180504661
Josh Cellars Craftsman Cab S,6379.4400000000005,66.0697490688838
Josh Cellars Craftsman Chard,571.5600000000001,48.31688711596334
Jovino Pnt Nr Williamete Vly,363.74,4.492219717380555
Juan Gil Dry Wh Muscat Jumil,1302.81,80.19665185253415
Jubileo Meritage,239.76,66.21621621621621
Julius Treis Trocken Rsl,275.88,67.52936059156156
Justin Obtuse,1800.46,67.19782722193219
Juve y Camps Sweet Rsva Spar,335.76,10.114367405289487
K Syrah The Deal,4882.68,55.135294551352956
K Vintners Cab Svgn Stonerid,1127.76,66.21621621621621
K Vintners Syrah The Hidden,5529.21,60.80452722902548
K Vntrs Milbrandt Col Syrah,2507.2400000000002,57.35350425168711
KAH Extra Aged Tequila,2499.9,56.83427337093484
KJ 12 Vintners Rsv Cab Svgn,2135.76,65.51859759523542
KJ Est 12 Chard Camelot High,9206.93,60.116998825884416
KJ Est 12 Pnt Nr Outland Rdg,3464.01,66.5636069179939
KJ Est Cab Hawkeye Mtn,599.88,66.2132426485297
KJ Est Chard Santa Maria Vly,335.88,66.88102893890675
KJ Jackson Est Cab Svgn Alex,899.64,42.91049753234627
KJ Jackson Est Pnt Nr Anders,203.88,66.89228958210713
Kagemusha Sw Potato Soju,9972.56,25.115717528899296
Kahlua Cinnamon Spice,4283.8099999999995,98.68808373854117
Kaiken Malbec Mendoza,2000.57,66.23462313240726
Kaikouzu Potato Shochu,1399.6,54.5412975135753
Kalogeri Papagiannakos Cab S,251.88,33.34921391138638
Kamchatka Vodka,7292.52,60.340157572802966
Kamora Coffee Liqueur,3033.2400000000002,60.95660086244412
Kangarilla McLaren Vl Shiraz,263.88,65.98453842655752
Kay Brothers Hillside Shiraz,1415.76,16.65960332259706
Ke Ke Beach,1976.28,60.77630700103225
Kedem Concord Grape Kosher,3720.88,70.29089892713552
Ken Forrester Petit Pinotage,853.39,53.184358851170046
Ken Wright Canary Hill Pnt N,3354.3900000000003,72.11862663554327
Ken Wright Cellars Pnt Nr,2529.54,97.10144927536231
Ken Wright Freedom Hill Pnt,3629.34,61.606793521687145
Ken Wright Shea Ore Pnt Nr,3519.36,73.61849881796691
Kendall Jackson Pnt Nr Spl S,1343.04,67.11937097927091
Kendall Jackson Sp Sl Merlot,1343.04,66.44031451036454
Kendall Jackson Spcl Cab Svg,2322.34,62.217418638097776
Kennedy's Original Irish,815.49,92.99807477712785
Kenwood Chard 12,2258.34,90.41552644863042
Kenwood Cve Brut Yulupa Spa,2679.02,52.02723383923972
Kenwood Merlot Sonoma,6319.52,54.59401979897207
Kenwood Yulupa Cab Svgn Cal,2777.91,57.32331141037687
Kenwood Yulupa Chard Cal,2499.22,59.73463720680853
Kenwood Yulupa Cuvee Brut,2954.1200000000003,65.52272758046391
Kenwood Yulupa Merlot Cal,1762.04,62.24376291117114
Kenwood Yulupa Pnt Nr,2247.5,60.275862068965516
Keo St John Commandaria Cyp,1439.46,75.4845567087658
Kesselstatt Josephshofer Kab,2965.94,55.68892155606654
Kesselstatt Piesp G Kab Rsl,629.58,67.54503002001334
Kesselstatt Piesporter Gold,1289.57,98.41807734361066
Kesselstatt Schwartzhof GG,527.76,66.89404274670304
Ketel One Oranje,6011.07,69.59709336274574
Kettmeir Muller Thurgau Alto,7596.2,65.78091677417657
Kettmeir Pnt Grigio Alto Adi,6876.5599999999995,63.101318100910916
Kibo Junmai Sake,395.34,52.87600546365153
Kim Crawford Pnt Gr Homstead,3076.95,31.050553307658557
Kim Crawford Pnt Nr,2130.7999999999997,46.281208935611026
King Est Domaine Pnt Gris,2940.8999999999996,55.85024992349281
King Estate Dom Pnt Nr 12,7456.87,53.956150502824904
King Rabbit Malbec Pay D'Oc,191.76,83.32290362953692
King Robert II Scotch Whisky,265.85999999999996,79.44782968479652
Kingfish Silver Rum,6497.5,33.11889188149288
Kinsella Est Cab Svgn 10,8739.24,76.40755946741365
Kir-Yianni Akakies Yianakoho,791.56,66.8982768204558
Kir-Yianni Paranga VdP Maced,419.71999999999997,13.113504240922513
Kirkland Signature Cab Svgn,623.52,69.63048498845265
Kirkland Signature Chard,342.76,62.889485354183684
Kirkland Signature Chard 12,623.61,58.974358974358964
Kirkland Signature Supr Brdx,15.98,66.45807259073842
Kismet Wine Papa's All-Black,3698.15,98.93325040898829
Kistler Chard Sonma Mountain,4179.24,41.99758807821517
Kistler Hyde Chard,1751.76,67.10508288806686
Kistler Les Noisetiers Sono,4069.26,58.99795048731219
Kistler Pinot Noir RRV,6378.84,67.10310965630114
Kitaya Ai No Hime Sprkl Sake,5505.99,61.3976778018122
Klinker Brick Marisa Znfdl,3429.02,81.63002840461708
Korbel Brut Rose,5079.18,62.29312605578067
Korbel California Brandy,251.82,47.48629973790802
Kracher Beerenauslese Cuvee,239.76,65.96596596596596
Kringle Cream,9766.14,73.91681872264785
Kris Heart Rosso,9370.47,75.56920837482005
Kronan Swedish Punsch,359.88,75.84750472379682
Kru Peach Mango Vodka,8143.4800000000005,89.79453501451468
Krug Grande Cve Brut,4674.45,52.46499588186845
Krug Rose Champagne,935.96,50.33121073550152
Krupp Bros The Doctor Red,3899.6099999999997,79.2102287151792
Kuentz Bas Alsace White,3359.6,63.99571377544946
Kunde Cab Svgn Sonoma Cnty,1055.28,60.29963611553332
Kunde Chard Sonoma Cnty,1662.72,58.672536566589685
L Aubry Fils Brut 1er Cru,8597.85,46.109318027181224
L Aubry Fils Rose Brut 1 Cru,4027.2400000000002,23.78502398665091
L'Ardi Dolcetto D'Acqui,6864.95,70.5075783508984
L'Argentier Rose d'Aramon,5364.42,52.084288702226885
L'Ecole No 41 Apogee Pepper,4649.07,29.5428978268772
L'Ecole No 41 Cab 12 Walla W,5502.72,53.74651081646894
L'Ecole No 41 Chard Columbia,849.66,37.16545441706094
L'Ecole No 41 Chenin Bl OV,2172.8199999999997,61.16383317532055
L'Ecole No 41 Red Columbia V,3497.33,71.17429581995408
L'Eglise Saint-Hilaire Borde,3998.57,95.06698644765504
L'Enclos de Viaud Lalande Po,5998.0,99.65521840613538
L'Excellence Blanc 2015,3316.68,61.64115923152067
L.A. Cetto Cab Svgn,863.28,67.0975813177648
L.A. Cetto Svgn Bl,863.28,44.81512371420629
LAN Rioja Reserva,1619.04,51.45271271864809
LAN Rsva Rioja,377.84,52.80806690662714
La Atalaya Almansa Red,1924.81,86.61686088497046
La Basttistina Gavi,213.85999999999999,47.64799401477602
La Caravedo Puro Quebranta,7773.12,3.11226380140793
La Chapelle Mission Haut Bri,3361.5899999999997,88.54083930520974
La Chapelle de la Mission Ha,4581.42,84.54103749492516
La Clarence de Haut Brion PL,8805.26,73.90559733613772
La Crema Chard Sonoma Coast,2377.62,50.83865377983025
La Crema Pnt Nr Sonoma Coast,1402.92,63.433410315627405
La Crema Russian Rive Pnt Nr,593.8199999999999,54.652925128826915
La Croix Belle Champ du Coq,8720.3,48.52470671880554
La Croix Belle No 7 Rose 15,9344.5,65.78950184600568
La Croix de Carbonnieux Blnc,1975.24,93.85846783175715
La Croix de Carbonnieux Roug,1652.1299999999999,87.8169393449668
La Dame Montrose St Estep 11,2755.4700000000003,98.75883243149083
La Demoiselle Sociando Haut,824.67,83.50855493712636
La Fee NV Absinthe,559.7199999999999,44.847423711855924
La Fleur d'Amelie Brdx Rose,9742.5,65.06646138054914
La Font de Notre Dame Rastea,1977.1399999999999,73.81925407406658
La Garenne Entre Mer Wh,2835.42,52.8323846202679
La Jota Cab Svgn Howell Mtn,4029.3799999999997,57.82974055561897
La Jota Howell Mtn Merlot,2664.5899999999997,48.914842433545125
La Joya Svgn Blanc,167.86,51.74550220421781
La Lecciaia Brunello di Mont,2583.32,87.82961460446246
La Maialina Gilfredo Verment,8605.38,62.41084066014515
La Merika Cab Svgn CC,1053.33,45.77198029107687
La Merika Pnt Grigio Montery,7290.89,86.65073811290529
La Monacesca Verd di Mattell,1559.22,72.27331614525212
La Mondotte 08 St Emilion,3539.8500000000004,86.30111445400229
La Mura Blanco,2348.64,61.904761904761905
La Mura Rosso,1509.84,58.12271498966778
La Noble Chard Unoaked,1217.1299999999999,49.35627254278507
La Petite Maison Ventoux Bl,202.71,90.92299343890286
La Pettegola Vermentino,539.6999999999999,59.74430239021679
La Puerta Alta Malbec Bonrda,383.76,66.44777986241401
La Quintinye Blanc Vermouth,5596.5,60.88769766818547
La Quintinye Rouge Vermouth,6396.0,63.02063789868667
La Roche Trouee Red 14,2158.2000000000003,27.638773051617104
La Scolca Black Label Gavi,863.76,65.51819949986108
La Terre Cab Svgn,227.76,32.45521601685985
La Terre Chard Cal,922.3199999999999,63.02259519472635
La Terre Merlot,358.97,53.771472005379096
La Terre Wh Znfdl,220.74,47.630696747304526
La Vieille Ferme Red B/B,974.6099999999999,58.13710099424385
La Volpe Pnt Grigio,1798.6799999999998,56.42804723463873
La Volpe Prosecco,831.48,54.4523019194689
LaMarca Prosecco,1455.44,49.21123509041939
Label 5 Scotch 12 Yr,7965.51,82.07421747006784
Laboure-Roi Pouilly Fuisse,959.04,77.77777777777779
Ladera Stile Blocks Cab Napa,3299.34,55.84450223378009
Ladoucette Comte Lafond Sanc,419.88,44.07926074116414
Lafite Rsv Speciale Bl Brdx,935.4599999999999,84.63215957924444
Lagar Da Condesa Albarino,3941.68,46.84500010147956
Lagler Gr Velt Smaragd Stein,3058.2999999999997,54.44528005754832
Lagler Rsl Smaragd Elmerberg,4266.0599999999995,55.48023234553662
Laguna Chard,5260.24,62.04317673718309
Lake Chalice Cracklin Savie,339.79999999999995,21.60094173042966
Lake Sonoma Cab Svgn AV,1055.56,50.163894046761904
Lake Sonoma Znfdl Dry Creek,3978.0099999999998,68.26553980507842
Lamberti Prosecco Extra Dry,1116.8000000000002,64.94985673352436
Lamole Grand Selezione Blk,2071.44,8.347816012049591
Lan Rioja 2011 Ltd Edition,8728.06,43.000735558646475
Lancers Rose,4684.179999999999,64.2340815254751
Landhaus Mayer Zweig Burgenl,1398.78,30.939818985115597
Landmark 12 Overlook Chard S,4138.62,70.16396769937805
Landmark Overlook Pnt Nr,3956.5699999999997,65.82241689139835
Lange Pnt Gris Willamette,1303.22,54.86257116987156
Lange Three Hills Cve Pnt Nr,6189.57,19.363542216987604
Laphroaig 18 Yr Single Malt,5419.36,80.02494759528801
Lapierre Raisins 14 Gaulois,4099.07,50.45315156852651
Las Brisas Rueda Wh,5477.78,70.36828788304751
Las Pizarras Garnacha,838.8,65.95135908440629
Las Valles Carinena Red,3596.0,61.61290322580646
Las Valles Viura-Chard,2894.7799999999997,61.69657106930405
Latour 11 Merslt-Blgny P Cru,2799.44,98.81726345269053
Latour L'Ardeche Chard,1091.16,55.460244143846914
Lauders,1801.36,60.55757871830173
Laurent Reverdy Sancerre,647.52,67.75389177168273
Lavau 13 Red Rhone Gigondas,4548.179999999999,38.86785483424138
Lazzaroni Dry Marsala,6598.66,48.886592126280185
Lazzaroni Sweet Marsala,6670.58,50.732320128084815
Le Capitaine Vouvray Loire,383.76,66.88555347091932
Le Cengle CdProvence Rose,9443.73,65.69342833816722
Le Cirque Rouge,4421.16,31.44966479385501
Le Clarence de Haut Brion 12,3349.75,51.675796701246355
Le Grande Courtage Brut,9360.39,53.63104159270611
Le Grande Courtage Rose,2607.31,60.172370009925196
Le Haut Medoc de Lascombes,9517.28,93.46935258813444
Le Macchiole Bolgheri Rosso,2348.13,88.13694301422834
Le Paradou Gren Vin de Franc,407.52,14.310954063604225
Le Petit Cheval St Emilion,1439.7,66.66597207751614
Le Petit Haut Lafitte Brdx,3383.06,66.21283689913865
Le Petit Mout Roths 11 Pauil,2249.8500000000004,95.52592395048559
Le Prelat CdR Blanc,4437.67,24.842541243490388
Le Prelat CdR Rouge,9988.56,33.72297908807676
Le Ragose Valpo Clsco 09,3261.96,60.26928595077806
Le Volte Red Toscana,1333.54,66.88513280441532
LeCompte Calvados 12 Yr Old,1749.75,88.320617231033
LeCompte Calvados 18 Yr Old,3249.75,88.32156319716901
LeCompte Calvados 5 Yr Old,3695.34,89.17826235204338
Leaf Vodka Alaskian Glacial,9906.17,78.37771812920634
Leblon Cedilla Acai Liqueur,119.96,80.00166722240746
Lee Family Farm Albarino Mon,2374.68,91.49611737160375
Lee Family Farm Rio Tinto S,985.42,48.02622232144668
Leese Fitch Svgn Bl,1067.08,57.66015668928291
Leese-Fitch Chard,1686.56,62.00550232425767
Leese-Fitch Merlot,359.68,52.357651245551594
Legacy Red Alexander Valley,2225.58,85.52287493597174
Legaris Crianza Ribera del,189.48000000000002,66.2127929069031
Legend of the Vine Cab Svgn,1566.76,66.88963210702342
Leoville Poyfre St Julien 09,3695.88,88.81457190168511
Lepanto Solera Gran Reserva,1420.71,93.28293599679033
Leroux Apple Schnapps,29.96,23.097463284379177
Leroux Cherry Brandy,191.76,60.95118898623279
Leroux Polish Blackberry Bdy,845.0600000000001,50.652024708304744
Les Dauphins Cotes du Rhone,780.78,73.71858910320448
Les Embruns Rose,1896.54,73.75431048119206
Les Fiefs de Lagrange 11 Jul,527.84,56.89981812670506
Les Hauts Calas Chinian 14,2957.04,63.45264183102021
Les Hauts de Lagarde Blanc,1299.0,51.02694380292533
Les Lauzeraies Tavel,1153.95,58.07617314441701
Les Pasquets Entre Deux Mers,1398.6000000000001,90.8980408980409
Leyda Pnt Nr Leyda Vly,7939.12,40.37878253509206
LiDestri Red Sangria,8540.5,58.82992799016452
LiDestri Spicy Bloody Mary,143.84,51.27919911012236
LiDestri White Sangria,395.56,54.87410253817373
Liberty Creek Cab Svgn Tetra,865.4200000000001,66.88775392295071
Liberty Creek Chard Tetra Pk,175.46,46.928074774877466
Liberty Creek Merlot Tetra P,170.48000000000002,56.49929610511497
Liberty Creek Moscato,80.74000000000001,13.500123854347294
Liberty Creek Pink Moscato,391.51,60.297310413527114
Liberty Creek Prem RSV Merlo,814.98,62.51196348376647
Liberty Creek Vyd Pnt Noir,463.42,51.05951404773208
Liberty Creek Vyds Moscato,575.28,45.74641913502989
Liberty Crk Pnt Grigio,71.76,66.05351170568562
Liberty Crk Prm RSV Wh Znfdl,3116.1,61.09880940919739
Liberty Crk Vyd Pnt Grigio,1933.52,65.17853448632546
Liberty School Cuvee Red CC,237.66,77.07649583438526
Licor 43 Liqueur Gift Pack,4956.42,67.09721936397641
Lila Pnt Grigio 4 Pk Cans,3494.82,38.35905711882157
Lila Rose 4 Pk Cans,131.88,66.87898089171973
Lila Svgn Bl 4 Pk Cans,4396.0,66.94199272065514
Lillet Rose French Aperitif,2554.58,57.30022156284008
Lima Loureiro Vino Verde DOC,3130.95,69.43419728836295
Lincourt Courtney's Chard,571.48,80.89171974522293
Lindemans Bin 90 Moscato,4334.62,66.55070109951969
Lindemans Cawarra Shiraz/Cab,6259.36,59.418215280795486
Line 39 Merlot,389.62,50.04876546378523
Linkwood 15 Yr Old Sngl Malt,7998.999999999999,92.96899612451557
Lions de Suduiraut Sauternes,3342.24,93.90109627076451
Liparita Cab Svgv,2419.56,46.86802559142985
Liquore Strega,619.29,57.3511601995834
Little Black Dress Chard,273.7,23.712093533065403
Little Black Dress Pnt Grigi,327.68,60.7421875
Little Black Dress Pnt Nr,251.76,40.89609151572926
Little Penguin Cab Svgn Ausl,4195.8,57.940797940797935
Little Yering Pnt Nr Yarra V,1439.04,66.2108072048032
Live-A-Little Ravishing Red,2637.6,60.52775250227479
Live-A-Little Wicked White,1318.8,59.16287534121929
Livingston Cab Svgn Cal,523.46,61.52222678039584
Livingston Cellars Moscato,223.72,44.00143035937779
Livingston Cellars Pinot Nr,431.46,49.186483103879844
Livingston Chablis Blush Ca,4917.679999999999,58.463334087698335
Livingston Chianti Cal,265.65999999999997,48.39268237596927
Livingston Clrs Pnt Grigio,511.36,63.74374217772216
Livingston Clrs Red Rose,952.8,64.03022670025187
Livingston Clrs Rhine Calif,480.26,90.9840503060842
Livingston Rhine Calif,840.9399999999999,63.662092420386706
Livingston Sangria Natural,1096.62,64.39787711331181
Livingston Wh Znfdl Cal,621.22,59.98680016741251
Livio Felluga Pinot Grigio,1670.29,78.11637500074838
Livon Pnt Grigio,9148.97,61.79985287961377
Llopart Rose Cava Brut Rsva,9163.27,78.05412260033809
Llord's Blue Curacao,179.7,34.8914858096828
Llord's Orange Curacao,3611.97,61.06944409837291
Llord's Peach,449.25,64.25598219254312
Lobstah White,1858.26,81.10867155295814
Locations CA Red,7868.719999999999,65.3910674163015
Locations OR Red,9068.22,56.81136981678874
Lock & Key Meritage,1558.8,65.7428791377983
Loft Chard,665.67,42.71035197620442
Loimer Lois Gruner Veltliner,9205.61,66.10088847995951
Lokoya Diamond Mtn Cab Svgn,1949.94,66.88667343610572
Lokoya Howell Mtn Cab Svgn,3899.88,50.330010154158586
Lokoya Mt Veeder Cab Svgn,6174.81,49.875056884341376
Lokoya Spring Mtn Cab Svgn,9099.720000000001,67.53284716452814
Lombardo Marsala Ambra Dry,194.26,62.689179450221346
Lombardo Marsala Fine IP 421,153.86,41.66125048745613
Long Lake Cab Svgn Cal,419.3,52.721202003338895
Long Lake Merlot Cal,173.71,31.610154855794136
Long Meadow Ranch Cab Svgn,1007.76,0.011907597046916383
Looking Glass Cab Svgn,78.96,65.50151975683892
Looking Glass Wh Znfdl,78.96,65.50151975683892
Los Dos Moscato & Chard,319.7,33.187363152955896
Lost Angel Moscato,1558.44,59.401709401709404
Lot No 40 Canadian Rye,6298.89,95.88483050188208
Louis Jadot Chmble-Musgny 11,199.96,82.75655131026205
Louis Jadot Nuits St Geo 11,1799.76,67.3223096412855
Louis Latour 13 Pnt Nr Bourg,335.76,66.65475339528236
Louis de Grenelle Rose,1469.02,60.50428176607534
Louis de Sacy Brut Gr Cru,1430.73,38.26578040580683
Loukatos Mastic Liqueur,917.4899999999999,74.0444037537194
Loukatos Tsipouro Brandy,259.87,65.80597991303343
Love Lane Cab Svgn,3306.9700000000003,47.8837122804259
Love Lane Carmenere,5335.08,49.92464967723071
Love Lane Svgn Bl,8684.289999999999,53.171646732202625
Love Oregon Pnt Nr,1319.22,55.9315353011628
Love Oregon Rsl,1776.8,73.59297613687528
Lower East Side Cab Svgn,6745.070000000001,76.93708145356536
Lucano Amaro,3537.64,82.17173030607975
Lucano Limencello,1044.05,72.55303864757435
Lucanto Montepulciano d'Abru,1138.33,75.458786116504
Luce Brunello Montalcino 10,3639.65,59.18453697470911
Luce Brunello Montalcino 11,623.9399999999999,1.9569189345129216
Luce Della Vite Toscana,4399.5599999999995,79.73297329732974
Lucienne Doctor's Vyd Pnt Nr,1391.71,63.78196607051757
Lucienne Smith Vyd Pnt Nr,3464.23,24.759037361837986
Lucky Duck Cab Svgn,181.92,65.56728232189974
Lucky Duck Malbec,90.96,32.45382585751979
Lucky Duck Moscato,409.32,56.98231212743086
Lucky Duck Riesling,204.66,55.49692172383466
Lucky Duck Shiraz,113.7,45.96306068601584
Lugny Macon Vllgs Vielle Rsv,191.88,32.89555972482802
Luiano Ottantuno Chianti,6189.49,83.77006829318732
Luiano Rosato,675.76,61.43896009106403
Luigi Bosca Chard,9323.97,51.35505583994801
Luigi Bosca Los Miradores Ma,1759.35,58.31415011225736
Luigi Bosca Malbec 13,2658.6,65.25389302640488
Luigi Bosca Malbec SV DOC,793.68,54.76262473540972
Luigi Bosca RSV Pnt Nr,8495.9,48.002448239739174
Luigi Bosca de Sangre,5683.589999999999,57.79005874808
Luna di Luna Prosecco,2905.29,63.55338021333499
Lunadoro Toscana Memoria IGT,799.5,36.4202626641651
Lunetta Rose Brut,407.66,27.481234361968315
Lustau Pedro Ximenez San Emi,215.92,66.67284179325675
Luxardo Amaretto di Saschira,699.7199999999999,72.0688275310124
Luxardo Angioletto Hazelnut,2436.45,88.8936772763652
Luxardo Sambuca Dei Cesari,574.77,59.559475964298755
Luxury Edition Pnt Nr Rose S,1247.04,67.32101616628175
Luxury Edition Prosecco,1480.8600000000001,66.66666666666667
Luzon Jumilla Red,4253.49,57.418496340652034
Lynch Bages 09 Pauillac,3929.94,77.47751874074413
Lyrarakis Assyrtiko,863.46,54.63831561392537
Lyrarakis Okto White,1918.8,67.10444027517198
Lyric by Etude Pnt Nr,3869.2599999999998,59.72253092322563
M & R Bianco Vermouth,1920.93,60.77524948852899
M Abbona Dogliani Papa Celso,4598.16,16.250848165353094
M Chiarlo Barolo Cerequio,1679.79,81.44768096012001
M Chiarlo Barolo Tortoniano,257.94,31.495696673645035
M Chiarlo Gavi Wh,1989.19,99.63150830237434
M D 20/20 Coco Loco,3878.28,55.76131687242798
M D 20/20 Habanero Lime Arit,4628.400000000001,59.00440757065078
M Lynch Bordeaux Blanc Grave,6886.45,74.79644809735059
M Molitor Spatlese Mosel,7373.25,65.23649679584986
M Sullberg Cab Svgn,417.62,38.45122360040227
MJ Candice Red 13 Roussillon,3143.14,15.041646251837326
MSH Cellars Svgn Bl Napa Vly,2481.93,79.49096066367706
MU Creamy Vanilla Latte,285.78000000000003,62.37665336972498
Ma Terr Aglianico Vulture,335.76,65.97569692637599
MacGavin's Highland Scotch,3130.2599999999998,97.48327614958501
MacMurray Ranch Selct Pnt Nr,6114.78,61.62282208027108
Macchia Mischievous Znfdl Lo,9865.3,57.43464466361895
Mad Dogs & Englishmen Jumil,447.68,98.54136883488206
Madria Sangria Moscato,2612.66,62.24488892708964
Magellan Gin,2650.98,61.946148216885824
Maggio Cab Svgn,667.3199999999999,56.62650602409638
Maggio Chardonnay,263.76,66.87898089171973
Maggy Hawk Afleet Pnt Nr,3684.33,63.90714186839942
Magnolia Court Merlot Paso R,517.26,22.23639948961837
Magnolia Grove Cab Svgn,215.64,34.557595993322195
Maison L'Envoye The Attache,6769.17,81.78506375227687
Maison L'Envoye Two Messenge,8030.91,82.11410662054487
Malamatina Retsina,9545.75,64.14247178063536
Malibu Cosmo Light RTD,1146.72,82.18222408260083
Malibu Island Spiced Rum,799.36,74.89991993594877
Malibu Mango Rum,6538.139999999999,50.140406904716016
Malibu Peach Sparkler RTD,9840.17,88.46991464578355
Manero Rosso di Toscana IGT,335.76,66.44031451036454
Manifesto! Cab Svgn,1350.96,61.46740095931782
Manifesto! Chard No Cst,5061.37,95.56286143870139
Manifesto! Svgn Bl,263.76,66.42402183803458
Manischewitz Cream Peach,239.52,66.63326653306613
Manischewitz Cream White Cnd,3535.94,57.0439543657415
Manon Rose de Provence,2838.16,60.451335130545104
Manteo Red Blend Sonoma Cnty,815.52,67.09829311359624
Mapple Jack Liquer,7857.8,91.19346381938965
Mapuche Svgn Blanc,1666.56,69.3692396313364
Marcarini Barolo Brunate,3719.38,59.95784243610495
Marcarini Barolo La Serra,1559.7,35.06443546835931
Marcarini Nebb Langhe Lasarn,2468.7,36.760238182039124
Marcel Lapierre Morgon,4522.26,86.65003781295194
Marchesi Barolo Cannubi 11,4255.44,61.13022390164119
Marchesi Barolo Gavi de Gavi,555.64,28.08293139442805
Marchesi Barolo Ruvei B Alba,359.79999999999995,55.77543079488604
Marchesi Bassini Chianti Rsv,827.28,66.66666666666666
Marchesi Bassini Sangiovese,719.28,67.31731731731732
Marchesi Di Barolo Sbirolo N,455.76,67.32490784623486
Marchesi di Barolo Barbaresc,1973.58,53.62235126014654
Marchesi di Barolo Sarmsa 07,2203.71,23.89561239909063
Marcus James Rsl,447.44,57.75969962453066
Margaret's Cab Svgn,287.76,34.195162635529606
