Description,TotalSalesDollars,ProfitMargin
Ch Rol Valentin 10,5823.09,78.75457875457876
Ch Rollan de By Medoc,8621.55,95.26767228630582
Ch Rombeau Elise 11,7131.54,46.413397386819675
Ch Roumier-Lacoste Barsac W,149.94,65.52621048419368
Ch Smith Haut Lafitte 12 Whi,5675.56,86.17863259308334
Ch St Jean Cinq Cep Cab Svgn,2559.68,91.37860982622828
Ch St Louis Vieux Galvesse L,9820.22,61.6821211744747
Ch St Sulpice Rose 13,3909.9900000000002,93.74013744280677
Ch St-Roch Chimeres CdRoussi,1375.14,54.971857410881796
Ch Ste Michelle Cab Svgn,4264.16,59.83077558065363
Ch Ste Michelle Chard Mimi,1218.78,66.77004873726186
Ch Ste Michelle Col Solare R,6923.650000000001,59.65133997241341
Ch Ste Michelle Cold Ck Cab,5948.71,64.02581400001009
Ch Ste Michelle Cold Crk Cha,3424.25,83.19281594509746
Ch Ste Michelle Cold Crk Mer,5311.9,68.11988177488281
Ch Ste Michelle Cold Crk Rsl,1584.88,59.113623744384434
Ch Suau Cadillac Wh Brdx,143.88,66.88907422852377
Ch Suduiraut Sauternes 10,3275.74,89.38987831757099
Ch Talbot St Julien 11 GC,549.9,74.19167121294782
Ch Tanunda Gr Barossa Cab Sv,8242.94,55.254314601343694
Ch Tanunda Gr Barossa Rsl,4034.38,81.92361651604459
Ch Tertre de Viaud C d Bourg,5263.61,88.68305212582239
Ch Thivin Cote de Brouilly,1034.55,92.49432120245518
Ch Tourril Panatella Red,4202.74,45.970961801110704
Ch Troplong Mondot 10 Brdx,1439.94,66.6673611400475
Ch Valcombe Rose Ventoux,447.72,71.80380595014742
Ch Valfontaine 10,5074.92,86.70008591268433
Ch Vignot 05 St Emilion Red,1649.78,93.98101565057159
Ch Vignot 09 St Emilion Gr C,4523.27,67.71384418794368
Ch Vincens 15 L'Instant M Rs,7456.26,54.8170262303085
Ch d'Yquem Sauternes,5147.82,78.49458605778756
Ch de Beaucastel Pape Blanc,1874.85,90.86753606955223
Ch de Beaucastel Pape Rouge,1647.92,74.99939317442595
Ch de Berne Rose,659.5600000000001,78.0520346897932
Ch de Bonhoste Red Brdx 09,186.89,88.51730964738616
Ch de Chantegrive Graves Rou,3855.6699999999996,99.00406414449368
Ch de Jarnioux Bjls,5027.64,96.7085948874621
Ch de Lascaux Rouge Langued,4497.5,45.3485269594219
Ch de Mattes Corbieres 13,2967.3,59.57537154989384
Ch de Pez 10 St Estephe Brdx,1031.76,70.23338760952159
Ch de Pierreux Brouilly Rsv,2920.85,92.78566170806444
Ch de Reynaud Cotes du Bourg,8526.51,55.893442920960624
Ch des Labourons Fleurie Rou,2128.58,61.326330229542705
Ch des Perligues Graves,5038.0,41.70067487098055
Ch du Levant Sauternes,5100.81,61.43279204675337
Ch du Parc Brdx Rouge,2377.01,74.28365888237745
Ch la Cour d'Argent Bordeaux,2239.68,72.17370338619803
Ch la Pointe Pomerol,4638.55,90.65570059609146
Chaman Petit Verdot,479.76,42.929798232449556
Chambers Rosewood Muscat,2002.33,87.78473078863125
Chambord Vodka,53.97,75.67166944598851
Champ de Reves Pnt Nr,2803.2400000000002,35.377634451563196
Champagne Malard Grand Cru B,2199.56,98.50470094018804
Champalou Vouvray Cuvee Fon,9622.99,56.188253339138875
Champlain Orchards Sprklng C,5275.969999999999,60.8564870535655
Chanrion Cote de Brouilly,683.64,96.29629629629629
Chanson Le Bourgogne Pnt Nr,2138.0699999999997,91.56435476855293
Chanson Vire Clesse,3149.6299999999997,95.1010118648857
Chapelle de Bastion Picpoul,5834.16,58.27334183498568
Chapelle-St-Arnoux CdR Rouge,263.76,66.65150136487716
Chapoutier Hrmtage La Sizera,4799.4,81.10993040796765
Chappellet Cab Svgn Pritchrd,4724.7300000000005,31.776842274585004
Chappellet Chard Napa,9116.96,31.87038223267405
Charles & Charles Chard,486.36,89.11917098445595
Charles & Charles Riesling,559.6,37.919942816297365
Charles & Charles Rose,979.3,42.64474624731952
Charles Fournier Rsl,447.71999999999997,79.2548914500134
Charles Goodnight Bourbon,5558.7,92.7664741756166
Charles Heidsieck Brut Rose,9382.789999999999,68.06706747140242
Charles Joguet Chinon Rose,181.87,75.03711442238962
Charles Smith King Coal Red,2399.76,67.32173217321731
Chartron Trebuchet Puligny,5480.13,80.45210606317733
Chateau Camensac 10,1391.71,90.67909262705592
Chateau Carlmagnus 10,1592.4099999999999,93.3082560395878
Chateau Gazin Pomerol 10,779.94,65.51657819832295
Chateau Giscours Margaux,699.86,75.70228331380561
Chateau Montrose St Estephe,7496.51,71.80487987076654
Chateau Pontet Canet Pauilac,7419.47,85.88133653751548
Chateau Simon Bordeaux Blanc,2712.3999999999996,92.86978321781447
Chateau d'Issan Margaux,1781.67,87.79908737308256
Chehalem Ian's Chard Rsv,1616.34,71.71139735451699
Chehalem Inox Chard Wlmt Vly,2278.8599999999997,84.99688440711583
Chehalem Pnt Nr Three Vyd,5651.87,89.60467951315229
Chehalem Ridge Crest Vyds Pn,6046.56,84.36234817813767
Chenin Bl K Forrester Stlnbh,2650.44,74.01186218137366
Cherry Heering Liqueur,1714.51,72.93104152206752
Cherry On Top Sweet White,103.92,93.12933025404156
Cheval Blanc,5219.94,66.44271773238772
Cheval des Andes Mendoza,7258.79,76.8614328283364
Chevalier L'Aujardiere Chard,645.6199999999999,96.53666243301012
Chi Chi's Chocolate Malt RTD,879.2,99.00818926296633
Chi Chi's Mai Tai,1055.04,64.01273885350318
Chi Chi's Orange Cream RTD,9550.23,78.85537835214438
Chi Chi's Ruby Red Margarita,7496.78,79.44077323864379
Chiarlo Barbaresco Piedmont,269.92,8.061647895672799
Chickadee Chard,285.78000000000003,25.257190846105402
Chicken & Turkey Cotes du Rh,889.01,87.24423797257624
Chigard Fleurie Les Moriers,6676.66,92.66699217872409
Chilcas Pinot Noir,39.98,66.20810405202602
Chilensis Pnt Nr,4835.16,63.1532358805086
Chimney Rock SLD Cab Svgn,279.96,67.74539219888554
Chinaco Anejo Tequila,133.98,60.934467831019546
Chivas Regal w/ 2 Glasses,5066.5,97.2679364452778
Chloe Chard,1676.86,55.60273368080817
Chloe Red,1668.78,55.39016527043709
Chocolate Cuvee,2552.9700000000003,63.76298977269612
Chops & Burgers Bordeaux,8571.77,71.22017972950744
Christian Bros Ruby Port,1029.6,49.772727272727266
Christian Drouin Calvados,1770.2299999999998,93.36470402151133
Christmas Traditions Pnk Mos,239.76,65.51551551551552
Chronic Cellars Dead Nuts,4120.26,66.50405556930875
Chronic Cellars Suite Petite,2203.53,10.51449265496727
Churchill's Late Bottled 05,4294.259999999999,64.62254264995599
Churchills 10 Yr Tawny Port,3584.58,67.71420919605644
Churchills 20 Yr Tawny Port,6348.51,70.89301269116692
Churchills LBV Port,263.88,60.072760345611634
Ciacci 07 Piccolomino Brunlo,959.84,87.41665277546258
Cielo Pnt Nr,3164.04,31.03879849812265
Cigar Zin Old Vine Zinfandel,1475.18,31.60221286958363
Cignale Colli Toscana Cntrl,2903.56,34.61819283913541
Cinq les Pattes Bordeaux Bla,2338.01,92.00345593047078
Cinquante-Cinq Chardonnay L,867.38,73.97334501602528
Cinquante-Cinq Viogn Lang Wh,647.52,66.53076352853965
Cinsault Frick,1518.3799999999999,49.73590273844491
Circa Pinot Grigio,911.28,65.07769291545958
Circa Rosso,233.82,55.2476263792661
Circadia Cab Svgn Napa Vly,74.99,68.03573809841312
Ciro Rosso Clsc Librandi Cl,155.88,59.776751347190135
Ciroc Vodka,2433.08,24.170187581172833
Cistum Grenacha,467.74,37.19587805190918
Citation Chard,3311.08,35.45912511929642
Citran Haut-Medoc,1797.3799999999999,96.68517508818391
Clan MacGregor Scotch,575.52,80.00417014178483
Clarendelle Brdx Blanc,6609.11,86.10402913554171
Clarendelle Brdx Rouge,9039.24,93.95502276740079
Clark & Chesterfield Whiskey,4997.5,59.40770385192595
Claude Riffault Chass Sancer,1700.37,88.20021524726971
Claude Riffault Noue Rose Sa,1239.3799999999999,48.025625716083844
Clayhouse Cab Svgn,6623.64,67.74281210935378
Clayhouse Syrah Paso Robles,9865.24,68.72868779674899
Clement Creole Shrubb Orange,289.9,34.18420144877543
Clemento VII Toscano,9275.36,54.03650100912526
Cles des Ducs Armagnac VSOP,5607.45,91.98566193189419
Clix Vodka,3299.8900000000003,92.89764204261355
Clos Amador Rose Tendre Cava,959.21,50.95964387360432
Clos Cant St Emilion Grand C,5739.179999999999,31.70731707317073
Clos De L'Obac 05 Priorat,8038.24,49.63263102370668
Clos Erasmus Laurel Priorat,2792.4300000000003,82.45614035087719
Clos LaChance Cab Svgn,2378.48,57.53926877669772
Clos LaChance Chard,9660.62,69.71333102844332
Clos LaChance Meritage,659.34,94.84332817666152
Clos Rochette Faiveley 09,919.54,47.813036953259235
Clos de Marquis 09 St Julien,9593.59,78.13321186333792
Clos du Bois Chard Calcaire,681.38,86.91479057207432
Clos du Bois RSV Merlot Alex,4934.11,64.86782824055402
Cloudy Bay 12 Te Koko,7398.150000000001,43.78378378378379
Coastal Vines Cab Svgn Cal,573.18,61.98052967654141
Cocchi Americano,1459.27,49.75912613841167
Cocchi Americano Rossa,37.98,32.91205897840968
Cocchi Vermouth di Torino Sw,75.96,67.53554502369668
Cocci Grifoni Tellus Red,1274.25,79.4231901118305
Cointreau VAP,4834.5,92.45030509876926
Col D'Orcia Brunello Montalc,8329.17,36.18763934461657
Col D'Orcia Rosso di Mntlcno,7678.29,25.640344399599385
Colby Red,1511.22,63.02854647238655
Colimoro Montepul D'Abruzzo,263.76,65.51410373066425
Collezione Chianti,359.28000000000003,67.53507014028057
Collezione Monte d'Abruzzo,1177.64,67.33466933867736
Colome Malbec Calchaqui,1241.54,42.03972485783785
Columbia Crest Gr Ests Syrah,1876.8200000000002,67.14922048997774
Columbia Crest H3 Svgn Bl,913.71,70.33632115222555
Columbia Crest Red Grand Est,3668.34,1.4066307921294199
Columbia Crest Two Vines Rsl,1245.34,60.44275933160074
Columbia Crest Two Vn Shiraz,453.40000000000003,75.80943978826643
Columbia Crest Walter Clore,857.64,77.80887085490414
Columbia Winery Merlot,1007.28,81.7012151536812
Columbia Winery Red Blend,3141.38,79.55293533415252
Comandon XO Cognac,4029.6900000000005,97.55613955415924
Comm Bargemone d'Aix Blanc,5157.42,60.962264077775316
Common Man Pnt Grigio,9277.68,62.036629847116956
Common Man Slctn Woodford Rs,4415.04,59.49074074074075
Comoloco Monastrell Jumilla,512.4300000000001,56.442831215970955
Compilation Cab Svgn,1317.6,67.57741347905282
Concannon Crimson & Clover,311.76,32.87143956889915
Concannon Founder Chard,9365.66,69.50561946515248
Concannon Founder Petit Srah,867.38,21.556872420392438
Concannon Glen Ellen Wh Zin,25.93,89.81874276899345
Concannon Irish Whiskey,527.76,60.936789449749895
Concannon Petite Sirah Cntrl,5793.67,95.04148493096777
Conch Republic Dark Rum,449.64,75.8473445423005
Cono Sur Chard Cntrl Vly,9745.15,70.26130947189114
Cono Sur Organic Svgn Bl,4329.77,75.12685431327762
Cono Sur Vision Cab Svgn,5201.2300000000005,59.96946876027401
Cono Sur Vision Pnt Nr,5646.95,69.3560240483801
Cono Sur Vision Svgn Bl Csbl,4811.57,66.78007386362455
Conquista Oak Cask Malbec IP,195.86,41.672623302358836
Conservancy Concannon Chard,155.88,50.98152424942264
Constanti Brunello Montalcno,3051.58,57.45154968901356
Conterno Barolo Sori Gnestra,5055.44,61.681080182931645
Conterno Fantino Barb Alba,4661.349999999999,43.76049856801141
Conterno Fantino Barolo Mosc,7439.2,69.38703086353371
Conti Zecca Primitivo,1041.68,67.14922048997772
Contos de Valpiedra Rioja,399.8,66.43321660830416
Contratto 08 Milesimato Brut,5479.95,89.16267484192375
Conundrum Sparkling 25th Ann,2399.04,65.98639455782312
Convento Las Claras 12 Tinto,7542.58,92.99496989093919
Cooks Extra Dry Champagne,5690.54,59.02673559978491
Cooks Grand Reserve,571.28,56.72874947486346
Copa di Vino Cab Svgn,2654.34,73.49397590361446
Copa di Vino Chard,2831.13,78.49763168770066
Copa di Vino Pnt Grigio,4143.360000000001,78.0048076923077
Copain Les Voisins Pnt Nr,5302.64,47.06561260051597
Copain Monument Tree Pnt Nr,2049.59,98.39528881386033
Copain Wentzel Pnt Nr,1619.73,95.15845233464836
Coppo L'Avvocata,1777.83,62.547600164245175
Corbett Canyon Pnt Nr,2039.43,57.37436440574083
Cormons Schioppettino,701.46,56.570581358880055
Coronet VSQ,350.73,64.99871696176547
Cortijo Rosado Rioja,475.66,84.52676281377455
Cortijo Tinto Rioja,390.54,67.72673733804476
Coruba Rum,359.76,62.10807204803203
Corvo Nero d'Avola & Pnt Gr,9829.9,89.52095138302526
Corvo Pnt Grigio,5082.96,52.42162047311015
Corvo Terrae Dei Nero d'Avol,7127.08,49.28413880579423
Corzo Silver Tequila,1299.74,60.002000400080014
Cos d'Estournel St Estephe,4199.860000000001,66.88722957431915
Cosentino The Zin,1184.21,68.77918612408273
Coste di Brenta Cerasuolo,373.66,51.31402879623187
Cote Mas Blanc Mediterrane,3065.59,95.6484722353609
Coto de Imaz Red Gr Rsva 08,2590.9199999999996,48.839794358760585
Couleurs Du Sud Viognier,3916.08,86.90016547159404
Couly-Dutheil Chinon Rose,2358.8199999999997,93.5594916102119
Courvoisier L'Essence Cognac,6799.98,62.96297930288029
Courvoisier Rose,1146.3799999999999,96.46714004082416
Cousino Macul Cab Svgn,852.3100000000001,27.75867935375628
Couvent des Thorins Moulin,1247.52,98.60202642041811
Craggy Range Te Kahu Rd,599.6999999999999,19.979989994997492
Crane Lake Cab Svgn Cal,1419.62,57.11073839935291
Crane Lake Chard Cal,2177.1,46.03629555835634
Crane Lake Pnt Grigio Cal,970.92,63.2307502162897
Creme Yvette Liqueur,71.97,74.55884396276225
Creta Olympia Red,47.519999999999996,67.67676767676768
Creta Olympia White,718.8,73.82303839732889
Crios Cab Svgn,6135.14,68.32020133199894
Cristobal Pie Palo Viognier,719.4,70.43369474562135
Cristobal Pie de Palo Malbec,863.28,67.0975813177648
Cristom Estate Pnt Gr Eola A,3816.99,60.98496459251924
Cristom Pnt Nr Sommers Rsv,4600.820000000001,65.99193187301394
Cristom Vyds Viognier Estate,2463.12,53.619799278963264
Croft Clsc Vintage Porto 11,2897.54,34.6404191141451
Croft Port 11,1839.77,91.53046304701131
Croft Reserve Tawny,1299.35,54.33101165967598
Croft Tawny Porto,383.68,50.0208507089241
Croix de Basson Rose Organic,3231.69,94.38064913404442
Croix de Beaucaillou St Juln,3759.2,86.0217599489253
Crop Meyer Lemon Vodka,347.88,60.31390134529148
Crossbarn Cab Svgn,879.78,67.10427606901725
Crown Royal 75th Anniversary,6579.0599999999995,84.5813839667065
Crown Royal Apple,31.84,91.08040201005025
Crown Royal w/2 Glasses,3870.27,96.00492988861242
Cruz Garcia Real Sangria Rd,1395.3500000000001,58.85978428351311
Cruzan 9 Rum,623.52,23.09468822170901
Cruzan Banana Flavored Rum,4648.77,55.544369801044155
Cruzan Citrus Flavored Rum,2241.96,86.50823386679512
Cruzan Est Single Barrel Rum,239.92,41.405468489496485
Cruzan Raspberry Flavord Rum,5022.43,60.65251282745604
Cruzan Strawberry Rum,1175.93,56.16660855663177
Culpeo Malbec,519.54,67.70989721676868
Culpeo Pnt Nr,995.04,68.3068017366136
Cupcake Chianti,838.8000000000001,94.55174058178349
Cupcake Moscato,6749.74,61.38962389662416
Cupcake Petit Sirah Cal,1038.78,66.52226650493849
Cusumano Merlot,615.5600000000001,65.76125804145819
Cutler Creek Merlot,288.04,59.00569365365922
Cutler Creek Wh Znfdl,212.24,57.08631737655485
Cuvee de Pena Rose,8378.960000000001,46.94711515510279
Cyan Toro Zamora,2318.55,98.58316620301481
Cycles Gladiator Petite Sira,1462.78,35.06200522293168
Cynar Liqueur,1707.3899999999999,37.560838472756664
Cyprus Chard,1099.56,46.174833569791545
Cyrus Alexander Vly,2399.76,67.32173217321731
Cyrus Cab Svgn Alex Vly,6741.77,56.41500674155303
D Bosler Pnt Nr Casablanca,1708.86,66.36354060601805
D Cabirau CdRoussillon Rouge,2386.72,25.125695515184017
D Guillot Broux Bourgogne,1507.48,25.571151856077694
DBR Legende Brdx Rouge,4437.04,23.219082992265108
DK Burst Blustery Pmnt Trav,901.1800000000001,56.00434985241572
Dachshund Rsl,8313.15,90.40748693335259
Dad's Hat Rye Whiskey,1028.79,90.49368675823055
Dalton Canaan Red,189.81,86.4074600916706
Dalwhinnie 25 Yr Single Malt,4499.9,38.460854685659676
Damilano 11 Brunate Barolo,8398.6,61.04350725120854
Damilano Cannubi Barolo,7599.049999999999,70.12652897401648
Daou Reserve Seventeen Forty,6047.04,55.35997777424988
Daou Rsv Cab Svgn,6048.900000000001,50.68491791896048
Daou Soul of a Lion Red,6274.45,71.25102598634143
Darioush Cab Franc Napa Vly,2879.52,26.95657609601601
Darioush Chard,3099.38,61.54198581651814
Darioush Merlot Napa Valley,3539.4100000000003,61.42831714890335
Dark Corner Moonshine,3950.48,82.68817966424334
David Bruce Pnt Nr Anderson,7287.57,97.61031454929422
David Stone Pnt Nr,107.76,65.47884187082406
De Martino Cab Svgn Estate,27.98,67.33380986418871
De Martino Carmenere Estate,6508.28,62.89618762560922
De Martino Svgn Bl Organic,335.76,65.76125804145819
De Villaine Bouzeron Aligot,1649.5,51.02515913913308
DeKuyper Amaretto,2220.53,70.75292835494228
DeKuyper Apricot Brandy,575.28,48.35210680016687
DeKuyper Blackberry Brandy,2217.78,53.94673953232512
DeKuyper Buttershots,4923.21,56.86025987110036
DeKuyper Buttershots Trav,241.78,97.04690214244354
DeKuyper Cactus Juice,483.56,70.50417735131111
DeKuyper Cherry Brandy,1028.97,62.26712149042246
DeKuyper Coffee Brandy,1298.7,58.06729806729807
DeKuyper Creme de Banana,2121.64,64.57834505382628
DeKuyper Fleur Elderflower,759.62,40.86648587451621
DeKuyper Grape Pucker,2468.1,50.10899072160772
DeKuyper Hazelnut,3613.98,67.14536328369277
DeKuyper Melon,2634.07,60.02839711928688
DeKuyper Mixed Berry Medley,439.6,98.18926296633303
DeKuyper O3 Orange Liqueur,399.79999999999995,61.53076538269134
DeKuyper Orange Curacao,4027.52,55.876569203877324
DeKuyper Peach Pucker,181.86,78.18101836577587
DeKuyper Pineapple,2455.11,54.64154355609322
DeKuyper Pomegranate,1408.59,79.58241929873134
DeKuyper Red Apple Schnapps,4516.89,57.604457934552315
DeKuyper Root Beer Schnapps,8770.02,57.703859284243364
DeKuyper Sloe Gin,368.59000000000003,47.33172359532272
DeKuyper Spearmint Schnapps,2364.18,70.11564263296364
DeKuyper Strawberry Pucker,1000.09,81.16169544740973
DeKuyper White Creme de Ment,2567.43,58.207234471825906
DeLille Cellars Chaleur Blnc,2219.4,86.57474993241416
DeLille Cellars Doyenne AIX,1871.52,84.19519962383517
DeLille Cellars Gr Ciel Cab,9099.300000000001,83.30223203982725
DeLoach Est Vyd Chard,2537.46,28.306259014920442
DeLoach Est Vyd Pnt Nr,3305.42,30.568581299804563
Debauchery Chard,306.87,75.2957278326327
Debauchery Pnt Nr,17.37,77.31721358664365
Debauchery Svgn Bl,4798.57,60.88834798700445
Defesa Branco White Alentejo,5793.54,68.38754889066098
Defesa Tinto Red Alentejo,9768.48,64.31297397343292
Del Maguey Vida Mezcal,433.86,62.3841792283225
Delamotte Bl de Bl Brut,6297.48,87.83068783068784
Delamotte Bl de Bl Champagne,2099.58,81.56774211985254
Delicious White P Vella B/B,1019.32,55.7822862300357
Deneufbourg White 14,2085.68,41.52123048598058
Desert Island Iced Tea,5620.59,60.57442368149963
Desert Wind Ruah Red,1146.4499999999998,59.712154912992276
Dewars Wh Label & Honey 2 Pk,5143.530000000001,98.42987209173467
DiSaronno Amaretto,8583.72,99.75115684108987
DiSaronno Cavalli Glass Pack,2434.88,78.98541201209093
Diamond Creek Red Rock Cab S,8324.630000000001,65.76652656033963
Diamond Crk Cab Svgn Volcanc,7874.650000000001,68.04505597074156
Diamond Crk Gravelly Cab Svg,5174.77,58.30925818925286
Dibon Cava Rosado,1541.85,23.98222914031845
Dictador 20 Yr Rum,8998.5,92.09823859532143
Dingle Original PotStill Gin,359.88,60.32010670223408
Diora Pnt Nr,8489.51,72.81963269964933
Diseno Torrontes Salta,1125.39,89.51119167577463
Dolin Sweet White Vermouth,2316.44,62.61634231838511
Dom Billaud Simon Chablis 14,3616.66,16.990814729612406
Dom Bousquet Cab Svgn Rsv,8458.710000000001,59.72553734552905
Dom Bousquet Malbec Gr Rsv,623.76,65.52520200076954
Dom Bousquet Pnt Nr Rsv,2210.7599999999998,80.68311349943006
Dom Cachot Monot Ct Nuits,8474.859999999999,88.7494306690612
Dom Ch Moreau Chablis 14 Cls,1077.86,13.712355964596512
Dom Chandon 00 Carnrs Pnt Nr,1057.54,64.50630709003914
Dom Chandon Etoile,1794.33,66.39135499044212
Dom Chandon Riche Extra Dry,455.76,65.7451290152712
Dom Clape Cornas Rd,2303.7599999999998,91.55380768830086
Dom Clavel Languedoc,7708.49,89.33993557752557
Dom Diochon Moulin-a-Vent,4587.45,39.944413563090606
Dom Dionysos Charline CdR Bl,4911.2699999999995,63.1248129302604
Dom Faiv Cham Clos De Beze,4283.860000000001,75.53841628811399
Dom Faiveley Mercry Rouge 14,4848.0599999999995,39.93741826627558
Dom Fleurot-Larose Chass-Mon,447.92,66.88694409716021
Dom Fond Croze CdR Serra Grd,3689.16,76.67653341139989
Dom Fond Croze Serre CdR Bl,2878.08,54.45713809206138
Dom Fouassier Sancerre 13,2410.66,89.40705035135605
Dom Giraud 14 CdR Rouge,2810.52,24.324324324324337
Dom Gres St Vincent CdR Vlgs,207.73999999999998,10.060652739000664
Dom Henri Boillot Mersault,2379.66,88.3134565442122
Dom Janasse Terre d'Argile,1659.1699999999998,99.19116184598323
Dom La Fage Cve Nicholas VdP,9401.91,66.72984531866398
Dom La Fage Tess Carignan VV,2442.12,68.00239136487968
Dom La Garrigue CDR Cuvee,1055.34,40.18989140940359
Dom La Suffrene Bandol Rose,5423.88,65.37865881988539
Dom LaFage Mira Cd Rousillon,359.76,67.31154102735158
Dom Lafage Cote Est Blanc,719.4,22.535446205170977
Dom Le Sang des Cailloux Va,5014.4800000000005,7.12975223752015
Dom Leflaive Merslt 07 d'Ane,473.94,66.44511963539688
Dom Perignon Oeno 96 Silver,1655.94,1.958404290010525
Dom Perignon Rose,4829.79,67.3836750666178
Dom Piquemal Cotes du Roussi,359.76,65.51034022681789
Dom Poujol Rose Coteaux du,3190.3199999999997,84.05677173449686
Dom Prieur Corton-Bressandes,3779.8,14.470606910418555
Dom Prieur Meurslt Mazray 13,3343.56,55.14661019990669
Dom R Bouvier Marsny Rose 14,6399.63,74.79073008908327
Dom Roux Bourgogne Chard,9543.17,61.55239820730428
Dom Serene Roadblock Syrah,467.74,84.2989695129773
Dom Sourdais Chinon,1275.16,71.76746447504627
Dom Souyris Le Chemin 14,1974.48,6.618451440379242
Dom Specht Rsl Alsace,339.79999999999995,18.91701000588581
Dom St Andrieu Rose CdP,5020.86,88.68560366152413
Dom Ste Michelle Brut Rose,645.54,16.466833968460506
Dom Ste Michelle Extra Dry,4164.96,64.79534017133417
Dom Tempier Bandol Rg,8917.77,90.09864573766761
Dom Virginie Thunevin Brdx,3171.1299999999997,89.04018441375786
Dom Zind Humbrecht Pnt Bl 12,1935.12,54.85551283641325
Dom Zind Humbrecht Rsl 12,5211.63,59.23885617359635
Dom de La Foret 15 Rose,749.5,52.01601067378252
Dom de La Petite Cassagne,5445.58,73.11305682773919
Dom de Marcoux 12 Nerf Rouge,6229.11,74.60279237322828
Dom de Nouelles Rose d'Anjou,2326.32,73.71298875477149
Dom de Pouy Ugni Blanc,791.28,23.248407643312095
Dom de Reuilly Pierre Plates,939.0600000000001,64.78180307967541
Dom de Reuilly Pnt Gris,239.76,66.66666666666666
Dom de Victoires Quincy Whte,1550.06,67.33416770963704
Dom de la Damase Grenache,1127.06,74.28708320763758
Dom de la Fruitiere Chard,4460.28,59.9504963813931
Dom du Dupeuble Bjls,2318.55,94.90931832395246
Dom du Grand Tinel Ch d Pape,5848.7,91.1638483765623
Dom du Grand Tinel Establet,455.88,66.43853645696237
Dom du Gros Nore Antoinette,5426.82,80.31775514942453
Dom le Clos des Lumieres CdR,3307.0499999999997,74.65717179964017
Dom les Pallieres Gigondas,9632.95,85.46800305202456
Domaine de la Damase Rhone,2086.56,55.23349436392915
Dominios Ribera del Duero Cr,4204.67,37.444793527197135
Domino Cab Svgn,7679.74,66.75009944159646
Domino Merlot,4656.01,71.08753157034383
Domino Moscato,287.52,58.931552587646074
Dominus 12 Christian Moueix,3199.84,24.497474873743688
Dominus Napanook 13,2735.52,67.10826460782593
Don Q Coco Coconut Rum,155.88,86.66923274313575
Don Q Coco Rum,239.88,70.2351175587794
Don Q Gold Rum,75.96,42.73301737756714
Don Q Limon Rum,623.52,60.93148575827559
Don Q Single Barrel Rum,9069.62,4.075363686681479
Don Ramon Oak Aged 12 Tinto,3344.28,10.471013192675263
Don Simon Selecion Chard,878.24,69.01074877026781
Dona Paula Est Red Blend,2589.84,86.32347944274551
Donatella Cinelli Colombini,5303.04,18.673062997827675
Donnafugata Ben Rye,2446.56,66.45085344320188
Donnafugata Mille una Notte,875.88,88.50527469516372
Donum Russian River Pnt Nr,791.8799999999999,66.21457796635853
Dos Minas Malbec,5041.7699999999995,70.27393157561728
Dos Minas Torrontes,573.52,68.48932905565628
Double Canyon Heaven H Cab S,9428.07,82.98294348684301
Double Decker Red,3415.23,91.1405673995602
Double T Trefethen Red,623.76,65.52520200076954
Douce Provence Pear Liqueur,43.98,64.27921782628468
Douglass Hill Cab Svgn,455.24,57.29724980230208
Douglass Hill Chard,2288.18,62.05193647352917
Douglass Hill Merlot,287.52,50.041736227045064
Dr Konstantin Frank Rose,9548.38,88.01807217559418
Dr McGillicudy's Buttersctch,671.22,91.76127052233247
Dr Tanisch Feinherb Rsl,719.52,66.2108072048032
Dragani Mntplcno d'Abruzzo,3372.37,62.09312738519201
Drouet Freres Svgn Bl,263.76,31.938125568698812
Drouhin Gevrey-Chambertin 13,3905.37,22.770953840481184
Drouhin Laforet Red Bourgog,7519.82,67.1204895861869
Dry Creek Heritage Cln Znfdl,2494.96,40.05194472055664
Dry Creek Mariner Meritage,4148.820000000001,4.92139933764301
DuCourt Brdx Blanc,611.28,53.98508048684727
Duboeuf Bjls Rd,185.15,56.77018633540373
Duboeuf Pouilly Fuisse,2608.81,93.82707058007291
Dubonnet Bl,263.76,65.51410373066425
Duca di Salaparuta Paso Mule,1627.26,61.76333222717943
Duca di Salaparuta Platino I,227.88,49.68404423380727
Duck Commander Miss Priss,288.66,27.915194346289763
Duck Pond Syrah Columbia,5189.639999999999,86.82259270392552
Duckhorn Estates Merlot,5779.66,88.61490122256326
Dunn Vyds Cab Svgn Napa Vly,8098.919999999999,63.20990946941074
Dutton Goldfield Chard Dutto,7330.12,95.03609763550939
Duval-Leroy Femme de Chmpgne,7799.610000000001,73.47559685676592
Duval-Leroy Prestige Rose,5591.490000000001,95.87513107569508
Dylans Ghost Stags Leap Red,9598.08,67.14676268587051
Dynamite Merlot N Cst,4892.18,68.97579402229681
EOS Cab Svgn Paso Robles,1307.81,63.07185294499965
Eagle Rare Bourbon 17 yr,159.98,64.02675334416801
Early Times Mint Julep RTD,233.82,34.64203233256351
Earthshaker La Quete Lirac C,191.88,34.64665415884928
Ecco Domani Collezion Merlot,407.52,66.43109540636041
Ecco Domani Prosecco,1207.58,87.12135013829312
Echelon CA Pnt Grigio,191.84,48.26939115929942
Echeverria Ltd Edtn Cab Svgn,956.67,75.79102511837938
Eden Ice Cider Heirloom Barr,1748.9999999999998,8.147512864493972
Eden Ice Cider Honey Crisp,3654.66,66.36622832219687
